seed	cohort	lineage_id	scenario_id	passage_id	chromosome_number	endpoint_state	reseeded_state	reseed_mode	boundary_scale
340	2N	C	2N-C	SUM-159_NLS_2N_C_A1_seed	102	250.292042701762	22.6187531976112	downsample_to_observed_inoculum	0.0903694458419631
340	2N	C	2N-C	SUM-159_NLS_2N_C_A1_seed	103	39.3510184739352	3.55612973280638	downsample_to_observed_inoculum	0.0903694458419631
340	2N	C	2N-C	SUM-159_NLS_2N_C_A1_seed	104	134.985170689718	12.1985350721127	downsample_to_observed_inoculum	0.0903694458419631
340	2N	C	2N-C	SUM-159_NLS_2N_C_A1_seed	105	20.7529296183245	1.87543074920525	downsample_to_observed_inoculum	0.0903694458419631
340	2N	C	2N-C	SUM-159_NLS_2N_C_A1_seed	106	65.2019323253913	5.89226249207079	downsample_to_observed_inoculum	0.0903694458419631
340	2N	C	2N-C	SUM-159_NLS_2N_C_A1_seed	107	9.81882291932267	0.887321586039556	downsample_to_observed_inoculum	0.0903694458419631
340	2N	C	2N-C	SUM-159_NLS_2N_C_A1_seed	108	28.2187748002513	2.55011504103786	downsample_to_observed_inoculum	0.0903694458419631
340	2N	C	2N-C	SUM-159_NLS_2N_C_A1_seed	109	4.16863673201415	0.376717391388571	downsample_to_observed_inoculum	0.0903694458419631
340	2N	C	2N-C	SUM-159_NLS_2N_C_A1_seed	110	10.9474148735723	0.989311815526792	downsample_to_observed_inoculum	0.0903694458419631
340	2N	C	2N-C	SUM-159_NLS_2N_C_A1_seed	111	1.58852619574616	0.143554232015023	downsample_to_observed_inoculum	0.0903694458419631
340	2N	C	2N-C	SUM-159_NLS_2N_C_A1_seed	112	3.80892437149607	0.344210384706047	downsample_to_observed_inoculum	0.0903694458419631
340	2N	C	2N-C	SUM-159_NLS_2N_C_A1_seed	113	0.543487803977052	0.0491146916672717	downsample_to_observed_inoculum	0.0903694458419631
340	2N	C	2N-C	SUM-159_NLS_2N_C_A1_seed	114	1.18923341711291	0.107470364881238	downsample_to_observed_inoculum	0.0903694458419631
340	2N	C	2N-C	SUM-159_NLS_2N_C_A1_seed	115	0.167006787637689	0.0150923108506644	downsample_to_observed_inoculum	0.0903694458419631
340	2N	C	2N-C	SUM-159_NLS_2N_C_A1_seed	116	0.33343022909797	0.0301319050305423	downsample_to_observed_inoculum	0.0903694458419631
340	2N	C	2N-C	SUM-159_NLS_2N_C_A1_seed	117	0.0461118745728267	0.00416710455188046	downsample_to_observed_inoculum	0.0903694458419631
340	2N	C	2N-C	SUM-159_NLS_2N_C_A1_seed	118	0.084016817438625	0.00759255323333392	downsample_to_observed_inoculum	0.0903694458419631
340	2N	C	2N-C	SUM-159_NLS_2N_C_A1_seed	119	0.0114459784979688	0.00103436673398047	downsample_to_observed_inoculum	0.0903694458419631
340	2N	C	2N-C	SUM-159_NLS_2N_C_A1_seed	120	0.0190448247174576	0.00172107025587397	downsample_to_observed_inoculum	0.0903694458419631
340	2N	C	2N-C	SUM-159_NLS_2N_C_A1_seed	121	0.00255584802261589	0.000230970569460075	downsample_to_observed_inoculum	0.0903694458419631
340	2N	C	2N-C	SUM-159_NLS_2N_C_A1_seed	122	0.0038878132593981	0.000351339529788843	downsample_to_observed_inoculum	0.0903694458419631
340	2N	C	2N-C	SUM-159_NLS_2N_C_A1_seed	123	0.00051404279762868	4.64537627607562e-05	downsample_to_observed_inoculum	0.0903694458419631
340	2N	C	2N-C	SUM-159_NLS_2N_C_A1_seed	124	0.000718886624105611	6.49653858436237e-05	downsample_to_observed_inoculum	0.0903694458419631
340	2N	C	2N-C	SUM-159_NLS_2N_C_A1_seed	125	9.33877440487213e-05	8.43939867811404e-06	downsample_to_observed_inoculum	0.0903694458419631
340	2N	C	2N-C	SUM-159_NLS_2N_C_A1_seed	126	0.000119861065354003	1.08317780540686e-05	downsample_to_observed_inoculum	0.0903694458419631
340	2N	C	2N-C	SUM-159_NLS_2N_C_A1_seed	127	1.65890617410357e-05	1.49914431657551e-06	downsample_to_observed_inoculum	0.0903694458419631
