"sample_name","grid_index","ploidy","log_density"
"Sample_SUM159_2N_C_A12",41,2.10804020100502,-1.68560049055533
"Sample_SUM159_2N_C_A12",42,2.14824120603015,-2.30027943887944
"Sample_SUM159_2N_C_A12",43,2.18844221105528,-3.09488478819486
"Sample_SUM159_2N_C_A12",44,2.2286432160804,-3.83429282299154
"Sample_SUM159_2N_C_A12",45,2.26884422110553,-4.55436044560563
"Sample_SUM159_2N_C_A12",46,2.30904522613065,-5.18982728055339
"Sample_SUM159_2N_C_A12",47,2.34924623115578,-5.81374891894254
"Sample_SUM159_2N_C_A12",48,2.3894472361809,-6.67858822619817
"Sample_SUM159_2N_C_A12",49,2.42964824120603,-6.93148757389761
"Sample_SUM159_2N_C_A12",50,2.46984924623116,-7.68610818556453
"Sample_SUM159_2N_C_A12",51,2.51005025125628,-11.6833342105388
"Sample_SUM159_2N_C_A12",52,2.55025125628141,-10.1178899714734
"Sample_SUM159_2N_C_A12",53,2.59045226130653,-10.6353127062153
"Sample_SUM159_2N_C_A12",54,2.63065326633166,-11.7189427126871
"Sample_SUM159_2N_C_A12",55,2.67085427135678,-27.0374074152765
"Sample_SUM159_2N_C_A12",56,2.71105527638191,-27.6395441603694
"Sample_SUM159_2N_C_A12",57,2.75125628140704,-27.6395441603694
"Sample_SUM159_2N_C_A12",58,2.79145728643216,-27.6395441603694
"Sample_SUM159_2N_C_A12",59,2.83165829145729,-27.6395441603694
"Sample_SUM159_2N_C_A12",60,2.87185929648241,-27.6395441603694
"Sample_SUM159_2N_C_A12",61,2.91206030150754,-27.6395441603694
"Sample_SUM159_2N_C_A12",62,2.95226130653266,-17.9471706118326
"Sample_SUM159_2N_C_A12",63,2.99246231155779,-9.84642054002373
"Sample_SUM159_2N_C_A12",64,3.03266331658291,-10.2742068133212
"Sample_SUM159_2N_C_A12",65,3.07286432160804,-8.79889485101925
"Sample_SUM159_2N_C_A12",66,3.11306532663317,-7.95204180250297
"Sample_SUM159_2N_C_A12",67,3.15326633165829,-7.22516108805003
"Sample_SUM159_2N_C_A12",68,3.19346733668342,-6.79622709259934
"Sample_SUM159_2N_C_A12",69,3.23366834170854,-6.43502012971531
"Sample_SUM159_2N_C_A12",70,3.27386934673367,-6.11279793677813
"Sample_SUM159_2N_C_A12",71,3.31407035175879,-5.79988634212835
"Sample_SUM159_2N_C_A12",72,3.35427135678392,-5.10282099548285
"Sample_SUM159_2N_C_A12",73,3.39447236180905,-5.04851477582074
"Sample_SUM159_2N_C_A12",74,3.43467336683417,-4.61845827134206
"Sample_SUM159_2N_C_A12",75,3.4748743718593,-4.487603725846
"Sample_SUM159_2N_C_A12",76,3.51507537688442,-4.29340132961687
"Sample_SUM159_2N_C_A12",77,3.55527638190955,-4.18558533785717
"Sample_SUM159_2N_C_A12",78,3.59547738693467,-4.07777793365293
"Sample_SUM159_2N_C_A12",79,3.6356783919598,-4.15394052741303
"Sample_SUM159_2N_C_A12",80,3.67587939698492,-4.13818070842201
"Sample_SUM159_2N_C_A12",81,3.71608040201005,-4.32083367418736
"Sample_SUM159_2N_C_A12",82,3.75628140703518,-4.50646178526247
"Sample_SUM159_2N_C_A12",83,3.7964824120603,-4.60460482501879
"Sample_SUM159_2N_C_A12",84,3.83668341708543,-4.86777304892097
"Sample_SUM159_2N_C_A12",85,3.87688442211055,-5.20134877321478
"Sample_SUM159_2N_C_A12",86,3.91708542713568,-5.40857502581411
"Sample_SUM159_2N_C_A12",87,3.9572864321608,-6.11112974714993
"Sample_SUM159_2N_C_A12",88,3.99748743718593,-6.0148312020079
"Sample_SUM159_2N_C_A12",89,4.03768844221106,-6.68085835192317
"Sample_SUM159_2N_C_A12",90,4.07788944723618,-7.2796700158089
"Sample_SUM159_2N_C_A12",91,4.11809045226131,-7.73085328759843
"Sample_SUM159_2N_C_A12",92,4.15829145728643,-8.4261064841545
"Sample_SUM159_2N_C_A12",93,4.19849246231156,-8.76538119867957
"Sample_SUM159_2N_C_A12",94,4.23869346733668,-10.4956386638601
"Sample_SUM159_2N_C_A12",95,4.27889447236181,-12.6164332252795
"Sample_SUM159_2N_C_A12",96,4.31909547738693,-10.0302903792933
"Sample_SUM159_2N_C_A12",97,4.35929648241206,-17.6239248130971
"Sample_SUM159_2N_C_A12",98,4.39949748743719,-10.0113585605643
"Sample_SUM159_2N_C_A12",99,4.43969849246231,-9.88168225971025
"Sample_SUM159_2N_C_A12",100,4.47989949748744,-10.1866503572396
"Sample_SUM159_2N_C_A12",101,4.52010050251256,-12.7847352956224
"Sample_SUM159_2N_C_A12",102,4.56030150753769,-10.2363198312204
"Sample_SUM159_2N_C_A12",103,4.60050251256281,-10.2530658217107
"Sample_SUM159_2N_C_A12",104,4.64070351758794,-12.2433643286444
"Sample_SUM159_2N_C_A12",105,4.68090452261307,-27.6395441603694
"Sample_SUM159_2N_C_A12",106,4.72110552763819,-27.6395441603694
"Sample_SUM159_2N_C_A12",107,4.76130653266332,-27.6395441603694
"Sample_SUM159_2N_C_A12",108,4.80150753768844,-27.6395441603694
"Sample_SUM159_2N_C_A12",109,4.84170854271357,-27.6395441603694
"Sample_SUM159_2N_C_A12",110,4.88190954773869,-27.6395441603694
"Sample_SUM159_2N_C_A12",111,4.92211055276382,-27.6395441603694
"Sample_SUM159_2N_C_A12",112,4.96231155778894,-27.6395441603694
"Sample_SUM159_2N_C_A12",113,5.00251256281407,-27.6395441603694
"Sample_SUM159_2N_C_A12",114,5.0427135678392,-27.6395441603694
"Sample_SUM159_2N_C_A12",115,5.08291457286432,-27.6395441603694
"Sample_SUM159_2N_C_A12",116,5.12311557788945,-27.6395441603694
"Sample_SUM159_2N_C_A12",117,5.16331658291457,-27.6395441603694
"Sample_SUM159_2N_C_A12",118,5.2035175879397,-27.6395441603694
"Sample_SUM159_2N_C_A12",119,5.24371859296482,-27.6395441603694
"Sample_SUM159_2N_C_A12",120,5.28391959798995,-27.6395441603694
"Sample_SUM159_2N_C_A12",121,5.32412060301508,-27.6395441603694
"Sample_SUM159_2N_C_A12",122,5.3643216080402,-27.6395441603694
"Sample_SUM159_2N_C_A12",123,5.40452261306533,-27.6395441603694
"Sample_SUM159_2N_C_A12",124,5.44472361809045,-27.6395441603694
"Sample_SUM159_2N_C_A12",125,5.48492462311558,-27.6395441603694
"Sample_SUM159_2N_C_A12",126,5.5251256281407,-27.6395441603694
"Sample_SUM159_2N_C_A12",127,5.56532663316583,-27.6395441603694
"Sample_SUM159_2N_C_A12",128,5.60552763819095,-27.6395441603694
"Sample_SUM159_2N_C_A12",129,5.64572864321608,-27.6395441603694
"Sample_SUM159_2N_C_A12",130,5.68592964824121,-27.6395441603694
"Sample_SUM159_2N_C_A12",131,5.72613065326633,-27.6395441603694
"Sample_SUM159_2N_C_A12",132,5.76633165829146,-27.6395441603694
"Sample_SUM159_2N_C_A12",133,5.80653266331658,-27.6395441603694
"Sample_SUM159_2N_C_A12",134,5.84673366834171,-27.6395441603694
"Sample_SUM159_2N_C_A12",135,5.88693467336683,-27.6395441603694
"Sample_SUM159_2N_C_A12",136,5.92713567839196,-27.6395441603694
"Sample_SUM159_2N_C_A12",137,5.96733668341709,-27.6395441603694
"Sample_SUM159_2N_C_A12",138,6.00753768844221,-27.6395441603694
"Sample_SUM159_2N_C_A12",139,6.04773869346734,-27.6395441603694
"Sample_SUM159_2N_C_A12",140,6.08793969849246,-27.6395441603694
"Sample_SUM159_2N_C_A12",141,6.12814070351759,-27.6395441603694
"Sample_SUM159_2N_C_A12",142,6.16834170854271,-27.6395441603694
"Sample_SUM159_2N_C_A12",143,6.20854271356784,-27.6395441603694
"Sample_SUM159_2N_C_A12",144,6.24874371859296,-27.6395441603694
"Sample_SUM159_2N_C_A12",145,6.28894472361809,-27.6395441603694
"Sample_SUM159_2N_C_A12",146,6.32914572864322,-27.6395441603694
"Sample_SUM159_2N_C_A12",147,6.36934673366834,-27.6395441603694
"Sample_SUM159_2N_C_A12",148,6.40954773869347,-27.6395441603694
"Sample_SUM159_2N_C_A12",149,6.44974874371859,-27.6395441603694
"Sample_SUM159_2N_C_A12",150,6.48994974874372,-27.6395441603694
"Sample_SUM159_2N_C_A12",151,6.53015075376884,-27.6395441603694
"Sample_SUM159_2N_C_A12",152,6.57035175879397,-27.6395441603694
"Sample_SUM159_2N_C_A12",153,6.6105527638191,-27.6395441603694
"Sample_SUM159_2N_C_A12",154,6.65075376884422,-27.6395441603694
"Sample_SUM159_2N_C_A12",155,6.69095477386935,-27.6395441603694
"Sample_SUM159_2N_C_A12",156,6.73115577889447,-27.6395441603694
"Sample_SUM159_2N_C_A12",157,6.7713567839196,-27.6395441603694
"Sample_SUM159_2N_C_A12",158,6.81155778894472,-27.6395441603694
