Image	Object ID	Object type	Name	Classification	Parent	ROI	Centroid X µm	Centroid Y µm	Area µm^2	Perimeter µm	Num Detections
558096.svs	5d2f4499-5b5d-47a0-aa3c-6bcbc8daf5ac	Annotation		Tumor	Root object (Image)	Polygon	12113	2852.8	1451.9	179.3	18
558096.svs	bda30898-b9e1-47dc-9926-927738db502a	Annotation		Tumor	Root object (Image)	Polygon	16885.9	6216.9	1169.1	158.53	12
558096.svs	5c886dc5-1652-4673-983a-2f3f8dc46bf2	Annotation		Tumor	Root object (Image)	Polygon	8686.5	16082.8	703.04	136.04	7
558096.svs	23d752a8-bfda-4937-9b2d-a1702888a620	Annotation		Tumor	Root object (Image)	Polygon	3678.7	10372.9	364.17	81.65	5
558096.svs	6f65f4ea-fc63-45b3-96ff-2b0eabeedafc	Annotation		Tumor	Root object (Image)	Polygon	7031.7	7213.4	438.97	84.19	3
558096.svs	47728eee-ebc9-4216-9884-06dd2adab3d8	Annotation		Tumor	Root object (Image)	Polygon	14834	2487	437.95	86.01	5
558096.svs	982a2229-12dc-4650-b2db-13513b049671	Annotation		Tumor	Root object (Image)	Polygon	15488.9	5671.6	247.51	67.73	2
558096.svs	9c5372c9-0461-487a-9f7e-375ecc28a77d	Annotation		Tumor	Root object (Image)	Polygon	16370.3	4889.6	1479.8	179.08	15
558096.svs	f53b4555-8781-421d-9059-e5e195de1639	Annotation		Tumor	Root object (Image)	Polygon	17737.8	9591.3	202.13	55.61	1
558096.svs	b495991f-2f19-463f-928b-f98479231cfe	Annotation		Tumor	Root object (Image)	Polygon	14347.4	4310.9	964.47	150.05	9
558096.svs	4ab0475e-6313-4e8a-8a5b-c8680f5929e3	Annotation		Tumor	Root object (Image)	Polygon	16337.3	4822.4	389.75	79.54	4
558096.svs	cf45bd0a-d242-4776-8f98-575117f1b688	Annotation		Tumor	Root object (Image)	Polygon	11804.3	2702.1	207.35	60.8	3
558096.svs	44754fd1-98d7-46f4-885a-c4f00819e33f	Annotation		Tumor	Root object (Image)	Polygon	7954.6	15110.3	325.65	76.8	2
