Image	Object ID	Object type	Name	Classification	Parent	ROI	Centroid X µm	Centroid Y µm	Area µm^2	Perimeter µm	Num Detections
558098.svs	edbcf56f-c58f-4f6c-aa4a-59eaa1f8fa74	Annotation		Tumor	Root object (Image)	Polygon	9531.5	12112.9	3678.3	305.81	52
558098.svs	24d188bb-95c9-415b-a872-0c717c98895e	Annotation		Tumor	Root object (Image)	Polygon	11098.9	14046.2	198.99	56.66	3
558098.svs	80282f17-9f8c-4d60-9e09-50653d794e8d	Annotation		Tumor	Root object (Image)	Polygon	8152.2	11258	520.01	NaN	7
558098.svs	6e400824-81a3-4615-8937-c5e4096225db	Annotation		Tumor	Root object (Image)	Polygon	16220	4665.5	1157.5	153.92	13
558098.svs	4116cabf-2101-41c4-998b-7e69bfa2873c	Annotation		Tumor	Root object (Image)	Polygon	13268.6	8420.8	527.02	104.19	7
558098.svs	50f76071-da5c-4eb6-9f5a-e73887dd5fcb	Annotation		Tumor	Root object (Image)	Polygon	8953.5	18254.9	819.25	126.88	10
558098.svs	8c88f434-9ee6-467d-8c1a-5b063185dca8	Annotation		Tumor	Root object (Image)	Polygon	10431.7	10426.9	176.97	55.48	2
558098.svs	390735cc-db29-4ac1-8cb8-aff8f7d44d9e	Annotation		Tumor	Root object (Image)	Polygon	6028.6	12043.3	436.21	92.22	5
558098.svs	d9658f3d-4916-439f-b5df-5826683ed2fb	Annotation		Tumor	Root object (Image)	Polygon	16219.2	9946	4781.1	413.06	54
558098.svs	c4e8570f-5fca-4cd9-8297-47eb4481b09d	Annotation		Tumor	Root object (Image)	Polygon	15588.7	4374.5	216.34	59.21	4
558098.svs	579e2a00-e344-4da6-a308-85f7953a3750	Annotation		Tumor	Root object (Image)	Polygon	14157.5	14575.4	466.87	83.1	4
558098.svs	8578fa66-8bc6-401f-a5c6-f7cd95ba97eb	Annotation		Tumor	Root object (Image)	Polygon	9959.4	15164.7	1025.1	129.95	9
558098.svs	56952fce-3433-4b9b-9f46-90333cf48a8a	Annotation		Tumor	Root object (Image)	Polygon	16354.1	6469.6	863.9	131.43	10
558098.svs	dfa9d3de-102a-4be9-90c9-9d6e01205811	Annotation		Tumor	Root object (Image)	Polygon	15846.8	4434.1	321.87	71.7	3
558098.svs	466e0f9a-c649-474a-911c-a56077aeae63	Annotation		Tumor	Root object (Image)	Polygon	9453.1	10451.4	1514	149.22	18
558098.svs	64f8ff6b-b00a-4130-9cf5-2dc8daa9fe0f	Annotation		Tumor	Root object (Image)	Polygon	13155.6	12852.8	1123.3	133.95	9
558098.svs	182d8937-fcbf-470e-87b8-1a79143eaa85	Annotation		Tumor	Root object (Image)	Polygon	12655.8	3291.3	439.29	93.53	3
558098.svs	a27de060-f0cc-40b2-8225-3d4f42d202ba	Annotation		Tumor	Root object (Image)	Polygon	8700.6	18157.1	3057.6	245.06	33
558098.svs	ea1de1c9-e2ab-411a-964d-93178605309a	Annotation		Tumor	Root object (Image)	Polygon	10841.5	12244.2	610.85	99.98	9
558098.svs	99164b09-b073-4cfe-94d6-e8a08de90d08	Annotation		Tumor	Root object (Image)	Polygon	5600.2	17054.4	439.7	81.33	4
558098.svs	97a65215-ff08-4900-9a53-b18d733357b2	Annotation		Tumor	Root object (Image)	Polygon	10324.9	10826.4	297.59	66.88	2
558098.svs	eb572789-ce3e-494d-8c51-26b63c7200eb	Annotation		Tumor	Root object (Image)	Polygon	13646.4	8389.7	858.81	130.26	12
558098.svs	c0bb673d-c2ec-4a13-9c18-37f652efc036	Annotation		Tumor	Root object (Image)	Polygon	9514.7	13018.8	791.41	109.78	10
558098.svs	2ca8f7c0-81a8-400a-a086-f1f876b42d35	Annotation		Tumor	Root object (Image)	Polygon	16169.8	10018.1	646.48	124.06	10
558098.svs	5661fa9f-a98f-4e5f-9ff6-44d598fc577c	Annotation		Tumor	Root object (Image)	Polygon	12456.6	14030.6	890.72	113.65	12
558098.svs	6a9d9f7f-438c-4e45-ad18-8c148cbee4a6	Annotation		Tumor	Root object (Image)	Polygon	15379.7	5658.4	317.39	70.07	1
558098.svs	e91088b2-465c-4532-9e19-589b8dbc91dc	Annotation		Tumor	Root object (Image)	Polygon	16488.5	11054.4	421.02	80.11	4
558098.svs	584e9884-e754-4aad-8d4a-479a4df839ed	Annotation		Tumor	Root object (Image)	Polygon	13956.1	13474.8	240.59	63.55	3
558098.svs	b3247aff-2def-4f63-bd21-d1a5a58e326e	Annotation		Tumor	Root object (Image)	Polygon	14649.4	5980.5	427.56	77.38	3
558098.svs	633cccdb-34db-490f-a3ff-55751adb9ace	Annotation		Tumor	Root object (Image)	Polygon	15100.9	6084.2	767.64	109.1	8
558098.svs	90ed8bfb-f1a3-40b6-b107-80161d6b57ee	Annotation		Tumor	Root object (Image)	Polygon	6563.9	16721.1	1477.3	147.78	17
558098.svs	aa97eb77-3c88-4adc-83f0-0874e19abf55	Annotation		Tumor	Root object (Image)	Polygon	10209	11784.2	275.92	65.3	2
558098.svs	8636d158-fe9b-4ef3-8aca-e091ca113888	Annotation		Tumor	Root object (Image)	Polygon	6060.7	17707.8	919.79	119.64	11
558098.svs	5fe9f70d-4349-454a-98d9-ad85c4a11aa6	Annotation		Tumor	Root object (Image)	Polygon	4975	16217.5	1028	143.14	14
558098.svs	5cada7f1-77ab-402b-9b09-a6d8d669f57e	Annotation		Tumor	Root object (Image)	Polygon	6596.4	17124.2	342.43	71.94	3
558098.svs	983fb0d9-6034-476d-afce-9859f7761d44	Annotation		Tumor	Root object (Image)	Polygon	13422.3	4173.6	991.07	132.25	6
558098.svs	d6edfa56-ac47-4da4-8f88-44a2c6306a71	Annotation		Tumor	Root object (Image)	Polygon	12026.2	7696.3	261.4	66.69	2
558098.svs	e87eb77c-0151-4425-95ae-f698e643f62a	Annotation		Tumor	Root object (Image)	Polygon	10658.5	17096.7	1459.7	176.32	20
558098.svs	f83f64e1-17e2-4965-9292-1bfb233c6fcc	Annotation		Tumor	Root object (Image)	Polygon	12930	4119.6	605.01	112.23	6
558098.svs	8d269dde-076c-42fe-a81d-a507c6d71ec9	Annotation		Tumor	Root object (Image)	Polygon	11043.8	12231.8	819.82	110.86	15
558098.svs	a2e224f0-8955-497b-8903-20e172244ac5	Annotation		Tumor	Root object (Image)	Polygon	10762.7	13406.9	338.3	73.09	4
558098.svs	e178703b-c6c0-41d2-a608-dca1668e4a36	Annotation		Tumor	Root object (Image)	Polygon	5829.8	17495.6	827.61	117.31	10
558098.svs	b2eabca5-0ec8-4793-9bda-fd67382568a4	Annotation		Tumor	Root object (Image)	Polygon	12462.2	13511.6	544.47	93.28	7
558098.svs	607ace88-f038-4b7e-98cb-e358b188d88c	Annotation		Tumor	Root object (Image)	Polygon	9474.2	15047.1	1180.6	140.63	12
558098.svs	e51d1e35-8043-4576-b9c8-e856812199c7	Annotation		Tumor	Root object (Image)	Polygon	11545	3777.7	373.35	85.93	3
558098.svs	5801fb98-770d-4e05-bd55-fea05269f82d	Annotation		Tumor	Root object (Image)	Polygon	6864.4	15726.9	368.2	97.85	5
558098.svs	5f4774a1-510f-41e7-b4b7-2635e78c81fe	Annotation		Tumor	Root object (Image)	Polygon	15300.1	7001.3	499.28	85.11	3
558098.svs	bad73302-c1b4-4a2d-baef-95e886189bf2	Annotation		Tumor	Root object (Image)	Polygon	6889.9	16819.8	404.84	84.98	4
558098.svs	26b2ae7e-87e3-4d16-9163-079c7187e9f6	Annotation		Tumor	Root object (Image)	Polygon	13969.5	13467.8	150.56	49.14	1
558098.svs	c0c16d62-7afc-4290-92e3-acd9420ad673	Annotation		Tumor	Root object (Image)	Polygon	16294.8	6601.9	1042.3	148.56	16
558098.svs	68d8b5b0-aa58-4ad0-8c5a-328f97917bc7	Annotation		Tumor	Root object (Image)	Polygon	9747.9	18770.2	486.13	90.26	2
558098.svs	c52e32a0-6e5b-4f11-9677-27b805e60cd1	Annotation		Tumor	Root object (Image)	Polygon	13331	12514	405.13	91.58	5
558098.svs	89a8ce1b-a3d7-4abf-aad4-62527876857d	Annotation		Tumor	Root object (Image)	Polygon	5702.5	17164.5	665.41	100.29	8
558098.svs	7fcd575a-b842-4736-8ca8-3e1fa91e61b4	Annotation		Tumor	Root object (Image)	Polygon	9452.6	15798	719.85	122.58	11
558098.svs	76b83630-3529-4b03-ae85-426dced2b014	Annotation		Lung tissue	Root object (Image)	Polygon	2700.3	8547.7	20453.4	1395.5	257
558098.svs	4076cbd0-34b6-46de-8ca9-60e035637ca7	Annotation		Tumor	Root object (Image)	Polygon	8001.4	15454.9	699.54	112.76	7
558098.svs	1c1584f4-627e-41c5-ac92-0f61eb2b09ad	Annotation		Tumor	Root object (Image)	Polygon	9480	15818.3	545.14	99.53	5
558098.svs	f1da0f75-e037-45f7-a260-c7a161a91dd0	Annotation		Tumor	Root object (Image)	Polygon	16488	5515.1	1148.5	153.6	14
558098.svs	43928a53-c133-403a-8928-25ae0ba960be	Annotation		Tumor	Root object (Image)	Polygon	15777.5	10075.5	427.37	91.15	4
558098.svs	3841883a-48cf-4ab7-91ac-7198cedbc5e9	Annotation		Tumor	Root object (Image)	Polygon	12097.1	13616	1376.1	153.48	13
558098.svs	41678545-a586-4ac6-8a75-242a64a5bdd4	Annotation		Tumor	Root object (Image)	Polygon	12511.3	7757	908.51	149.51	6
558098.svs	a66fffa5-e450-4855-83f3-a4f9faeed3f9	Annotation		Tumor	Root object (Image)	Polygon	15151.9	6930.6	438.75	81.43	5
558098.svs	962a5d94-7088-4550-afa7-289b5284ce19	Annotation		Tumor	Root object (Image)	Polygon	12424.9	12478.2	276.72	67.33	2
558098.svs	9ed8349e-b523-4369-8dc1-932b14497409	Annotation		Tumor	Root object (Image)	Polygon	6904.8	16066.9	514.54	114.01	5
558098.svs	ad814a78-328d-418e-b4ce-5f9f62e5ba14	Annotation		Tumor	Root object (Image)	Polygon	14686.9	5983.1	436.94	82.52	7
558098.svs	9f9902b9-0663-4912-a029-592550f5cf6c	Annotation		Tumor	Root object (Image)	Polygon	15747.1	6085	790.36	130.21	10
558098.svs	c9ff93aa-498c-48e0-8481-74962900ea0c	Annotation		Tumor	Root object (Image)	Polygon	10446.9	10403.8	720.96	102.52	9
558098.svs	93287f64-5629-40dc-bc17-1cda3e4fc699	Annotation		Tumor	Root object (Image)	Polygon	11794.9	3862.8	294.61	66.53	2
558098.svs	b8950873-1dac-427b-9ff4-30e0332915a8	Annotation		Tumor	Root object (Image)	Polygon	7638.9	18819	330.29	70.91	4
558098.svs	1c9efc7e-82f5-4790-80ed-453cf4729651	Annotation		Tumor	Root object (Image)	Polygon	9780	18795.6	378.64	84.26	5
558098.svs	52e367e6-e075-4a0c-9f5a-c2e2cd602736	Annotation		Tumor	Root object (Image)	Polygon	13091.5	8669.6	856.81	139.11	7
558098.svs	6d17143c-065f-4168-9c9c-3eb7e6c285f9	Annotation		Tumor	Root object (Image)	Polygon	8325.9	15056.3	733.74	107.64	9
558098.svs	2f0c4bb7-029a-47cd-942a-939d918c19e5	Annotation		Tumor	Root object (Image)	Polygon	9728.1	10832.8	953.22	137.52	13
558098.svs	acb8a760-b820-4293-9408-defaf0ae8e61	Annotation		Tumor	Root object (Image)	Polygon	9869.5	17315.3	1478.4	146.2	15
558098.svs	ab8b8501-5b0a-4117-89d9-70103d1cd9b2	Annotation		Tumor	Root object (Image)	Polygon	9473.7	18216.8	450.82	92.17	3
