parameter,center_name,delta_name,invitro_name,transform,projection_applied,projection_action,feasible_before_projection,feasible_after_projection,center_raw_transformed,delta_raw_transformed,vivo_raw_transformed,vitro_raw_transformed,center_transformed,delta_transformed,vivo_transformed,vitro_transformed,center_raw_natural,vivo_raw_natural,vitro_raw_natural,center_projected_natural,vivo_projected_natural,vitro_projected_natural,joint_union_lower_transformed,joint_union_upper_transformed,joint_union_lower_bound,joint_union_upper_bound,delta_dynamic_lower_transformed,delta_dynamic_upper_transformed,pair,seed,objective,rank,ratio_vivo_to_vitro
p_wgd,log10_p_wgd,delta__log10_p_wgd,log10_p_wgd,log10,False,none,True,True,-3.4417424879925,0.0439708517582404,-3.41975706211338,-3.46372791387162,-3.4417424879925,0.0439708517582404,-3.41975706211338,-3.46372791387162,0.0003616242217448,0.0003804021281193,0.0003437732548949,0.0003616242217448,0.0003804021281193,0.0003437732548949,-5.0,-3.0,1e-05,0.001,-0.883484975985,0.883484975985,fit_joint_tsne_vi_seed311_C03Sc02_vt_seed10,seed18,19.4144872936097,1,1.1065495139684394
gamma_mu,gamma_mu,delta__gamma_mu,gamma_mu,identity,False,none,True,True,1.67772117751553,0.93884067529301,2.14714151516203,1.20830083986902,1.67772117751553,0.93884067529301,2.14714151516203,1.20830083986902,1.67772117751553,2.14714151516203,1.20830083986902,1.67772117751553,2.14714151516203,1.20830083986902,1.2,3.5,1.2,3.5,-0.955442355031054,0.955442355031054,fit_joint_tsne_vi_seed311_C03Sc02_vt_seed10,seed18,19.4144872936097,1,1.776992487561939
O2_crit,log10_O2_crit,delta__log10_O2_crit,log10_O2_crit,log10_nonnegative,False,none,True,True,-0.0425901081438662,-0.485899823198656,-0.285540019743194,0.200359803455462,-0.0425901081438662,-0.485899823198656,-0.285540019743194,0.200359803455462,0.906587844709911,0.518155342380994,1.58620678578554,0.906587844709911,0.518155342380994,1.58620678578554,-4.0,0.397940008672038,0.0001,2.5,-0.881060233631808,0.881060233631808,fit_joint_tsne_vi_seed311_C03Sc02_vt_seed10,seed402,19.4244061752049,2,0.326663173442665
mu_hp,log10_mu_hp,delta__log10_mu_hp,log10_mu_hp,log10,False,none,True,True,-1.6219577100252,1.35814457127756,-0.942885424386418,-2.30102999566398,-1.6219577100252,1.35814457127756,-0.942885424386418,-2.30102999566398,0.0238804381037991,0.114055064805876,0.005,0.0238804381037991,0.114055064805876,0.005,-2.30102999566398,-0.522878745280338,0.005,0.3,-1.35814457127756,1.35814457127756,fit_joint_tsne_vi_seed311_C03Sc02_vt_seed10,seed402,19.4244061752049,2,22.8110129611752
p_misseg,log10_p_misseg,delta__log10_p_misseg,log10_p_misseg,log10,False,none,True,True,-1.37445516633218,1.20429539748764,-0.772307467588359,-1.976602865076,-1.37445516633218,1.20429539748764,-0.772307467588359,-1.976602865076,0.0422225864585557,0.168924457323728,0.0105535150770604,0.0422225864585557,0.168924457323728,0.0105535150770604,-2.30102999566398,-0.301029995663981,0.005,0.5,-1.8531496586636,1.8531496586636,fit_joint_tsne_vi_seed311_C03Sc02_vt_seed10,seed402,19.4244061752049,2,16.00646382653206
k_o_mis,log10_k_o_mis,delta__log10_k_o_mis,log10_k_o_mis,log10,False,none,True,True,-3.39417693088808,1.10626839036423,-2.84104273570597,-3.9473111260702,-3.39417693088808,1.10626839036423,-2.84104273570597,-3.9473111260702,0.0004034809819627,0.0014419734506073,0.0001128986825222,0.0004034809819627,0.0014419734506073,0.0001128986825222,-5.0,-1.69897000433602,1e-05,0.02,-3.21164613822383,3.21164613822383,fit_joint_tsne_vi_seed311_C03Sc02_vt_seed10,seed402,19.4244061752049,2,12.772278811347116
buffer_smax,buffer_smax,delta__buffer_smax,buffer_smax,identity,False,none,True,True,0.952056423505255,-0.09588715298949,0.90411284701051,1.0,0.952056423505255,-0.09588715298949,0.90411284701051,1.0,0.952056423505255,0.90411284701051,1.0,0.952056423505255,0.90411284701051,1.0,0.0,1.0,0.0,1.0,-0.09588715298949,0.09588715298949,fit_joint_tsne_vi_seed311_C03Sc02_vt_seed10,seed402,19.4244061752049,2,0.90411284701051
buffer_beta,log10_buffer_beta,delta__log10_buffer_beta,log10_buffer_beta,log10,False,none,True,True,-0.401420568033222,-1.20625261384406,-1.00454687495525,0.201705738888809,-0.401420568033222,-1.20625261384406,-1.00454687495525,0.201705738888809,0.396807097861939,0.0989585048654445,1.59113027351929,0.396807097861939,0.0989585048654445,1.59113027351929,-2.0,1.0,0.01,10.0,-2.80284113606644,2.80284113606644,fit_joint_tsne_vi_seed311_C03Sc02_vt_seed10,seed402,19.4244061752049,2,0.06219384202059479
buffer_n_exp,log10_buffer_n_exp,delta__log10_buffer_n_exp,log10_buffer_n_exp,log10,False,none,True,True,0.704851869299439,0.410998833261865,0.910351285930372,0.499352452668507,0.704851869299439,0.410998833261865,0.910351285930372,0.499352452668507,5.06817811575481,8.13488252900956,3.15756611375965,5.06817811575481,8.13488252900956,3.15756611375965,-1.0,1.0,0.1,10.0,-0.590296261401121,0.590296261401121,fit_joint_tsne_vi_seed311_C03Sc02_vt_seed10,seed402,19.4244061752049,2,2.5763142356894377
n_O,n_O,delta__n_O,n_O,identity,False,none,True,True,3.38035900462499,3.02356834192001,4.892143175585,1.86857483366499,3.38035900462499,3.02356834192001,4.892143175585,1.86857483366499,3.38035900462499,4.892143175585,1.86857483366499,3.38035900462499,4.892143175585,1.86857483366499,0.0001,5.0,0.0001,5.0,-3.23928199075001,3.23928199075001,fit_joint_tsne_vi_seed311_C03Sc02_vt_seed10,seed402,19.4244061752049,2,2.618114665490616
alpha_o2,log10_alpha_o2,delta__log10_alpha_o2,log10_alpha_o2,log10,False,none,True,True,0.118426812598755,0.838913616525472,0.537883620861491,-0.301029995663981,0.118426812598755,0.838913616525472,0.537883620861491,-0.301029995663981,1.31349012666414,3.45051262568834,0.5,1.31349012666414,3.45051262568834,0.5,-0.301029995663981,0.602059991327962,0.5,4.0,-0.838913616525472,0.838913616525472,fit_joint_tsne_vi_seed311_C03Sc02_vt_seed10,seed402,19.4244061752049,2,6.90102525137668
gamma_growth,gamma_growth,delta__gamma_growth,gamma_growth,identity,False,none,True,True,1.71500846789226,0.43001693578451,1.93001693578451,1.5,1.71500846789226,0.43001693578451,1.93001693578451,1.5,1.71500846789226,1.93001693578451,1.5,1.71500846789226,1.93001693578451,1.5,1.5,4.5,1.5,4.5,-0.43001693578451,0.43001693578451,fit_joint_tsne_vi_seed311_C03Sc02_vt_seed10,seed402,19.4244061752049,2,1.2866779571896734
lam_max,log10_lam_max,delta__log10_lam_max,log10_lam_max,log10,False,none,True,True,-0.196511450648683,-0.65273458926331,-0.522878745280338,0.129855843982972,-0.196511450648683,-0.65273458926331,-0.522878745280338,0.129855843982972,0.636046034567302,0.3,1.3485151936293,0.636046034567302,0.3,1.3485151936293,-2.30102999566398,0.176091259055681,0.005,1.5,-0.745205419408728,0.745205419408728,fit_joint_tsne_vi_seed311_C03Sc02_vt_seed10,seed402,19.4244061752049,2,0.22246690390829105
p_mis_base,log10_p_mis_base,delta__log10_p_mis_base,log10_p_mis_base,log10,False,none,True,True,-3.1974966242073,3.74190622269472,-1.32654351285994,-5.06844973555466,-3.1974966242073,3.74190622269472,-1.32654351285994,-5.06844973555466,0.0006346048337771,0.047147263115454,8.54181703118544e-06,0.0006346048337771,0.047147263115454,8.54181703118544e-06,-6.0,-1.0,1e-06,0.1,-4.3949932484146,4.3949932484146,fit_joint_tsne_vi_seed311_C03Sc02_vt_seed10,seed402,19.4244061752049,2,5519.582419445815
p_wgd,log10_p_wgd,delta__log10_p_wgd,log10_p_wgd,log10,False,none,True,True,-3.28050140050511,0.0474391816211995,-3.25678180969451,-3.30422099131571,-3.28050140050511,0.0474391816211995,-3.25678180969451,-3.30422099131571,0.0005242019105687,0.0005536281831226,0.0004963396940777,0.0005242019105687,0.0005536281831226,0.0004963396940777,-5.0,-3.0,1e-05,0.001,-0.561002801010217,0.561002801010217,fit_joint_tsne_vi_seed311_C03Sc02_vt_seed10,seed402,19.4244061752049,2,1.1154219372910597
gamma_mu,gamma_mu,delta__gamma_mu,gamma_mu,identity,False,none,True,True,1.66942033764651,0.93884067529301,2.13884067529301,1.2,1.66942033764651,0.93884067529301,2.13884067529301,1.2,1.66942033764651,2.13884067529301,1.2,1.66942033764651,2.13884067529301,1.2,1.2,3.5,1.2,3.5,-0.93884067529301,0.93884067529301,fit_joint_tsne_vi_seed311_C03Sc02_vt_seed10,seed402,19.4244061752049,2,1.7823672294108417
O2_crit,log10_O2_crit,delta__log10_O2_crit,log10_O2_crit,log10_nonnegative,False,none,True,True,-0.0425901081438662,-0.485899823198656,-0.285540019743194,0.200359803455462,-0.0425901081438662,-0.485899823198656,-0.285540019743194,0.200359803455462,0.906587844709911,0.518155342380994,1.58620678578554,0.906587844709911,0.518155342380994,1.58620678578554,-4.0,0.397940008672038,0.0001,2.5,-0.881060233631808,0.881060233631808,fit_joint_tsne_vi_seed311_C03Sc02_vt_seed10,seed255,19.4244829936728,3,0.326663173442665
mu_hp,log10_mu_hp,delta__log10_mu_hp,log10_mu_hp,log10,False,none,True,True,-1.6219577100252,1.35814457127756,-0.942885424386418,-2.30102999566398,-1.6219577100252,1.35814457127756,-0.942885424386418,-2.30102999566398,0.0238804381037991,0.114055064805876,0.005,0.0238804381037991,0.114055064805876,0.005,-2.30102999566398,-0.522878745280338,0.005,0.3,-1.35814457127756,1.35814457127756,fit_joint_tsne_vi_seed311_C03Sc02_vt_seed10,seed255,19.4244829936728,3,22.8110129611752
p_misseg,log10_p_misseg,delta__log10_p_misseg,log10_p_misseg,log10,False,none,True,True,-1.37445516633218,1.20429539748764,-0.772307467588359,-1.976602865076,-1.37445516633218,1.20429539748764,-0.772307467588359,-1.976602865076,0.0422225864585557,0.168924457323728,0.0105535150770604,0.0422225864585557,0.168924457323728,0.0105535150770604,-2.30102999566398,-0.301029995663981,0.005,0.5,-1.8531496586636,1.8531496586636,fit_joint_tsne_vi_seed311_C03Sc02_vt_seed10,seed255,19.4244829936728,3,16.00646382653206
k_o_mis,log10_k_o_mis,delta__log10_k_o_mis,log10_k_o_mis,log10,False,none,True,True,-3.39417693088808,1.10626839036423,-2.84104273570597,-3.9473111260702,-3.39417693088808,1.10626839036423,-2.84104273570597,-3.9473111260702,0.0004034809819627,0.0014419734506073,0.0001128986825222,0.0004034809819627,0.0014419734506073,0.0001128986825222,-5.0,-1.69897000433602,1e-05,0.02,-3.21164613822383,3.21164613822383,fit_joint_tsne_vi_seed311_C03Sc02_vt_seed10,seed255,19.4244829936728,3,12.772278811347116
buffer_smax,buffer_smax,delta__buffer_smax,buffer_smax,identity,False,none,True,True,0.952056423505255,-0.09588715298949,0.90411284701051,1.0,0.952056423505255,-0.09588715298949,0.90411284701051,1.0,0.952056423505255,0.90411284701051,1.0,0.952056423505255,0.90411284701051,1.0,0.0,1.0,0.0,1.0,-0.09588715298949,0.09588715298949,fit_joint_tsne_vi_seed311_C03Sc02_vt_seed10,seed255,19.4244829936728,3,0.90411284701051
buffer_beta,log10_buffer_beta,delta__log10_buffer_beta,log10_buffer_beta,log10,False,none,True,True,-0.401420568033222,-1.20625261384406,-1.00454687495525,0.201705738888809,-0.401420568033222,-1.20625261384406,-1.00454687495525,0.201705738888809,0.396807097861939,0.0989585048654445,1.59113027351929,0.396807097861939,0.0989585048654445,1.59113027351929,-2.0,1.0,0.01,10.0,-2.80284113606644,2.80284113606644,fit_joint_tsne_vi_seed311_C03Sc02_vt_seed10,seed255,19.4244829936728,3,0.06219384202059479
buffer_n_exp,log10_buffer_n_exp,delta__log10_buffer_n_exp,log10_buffer_n_exp,log10,False,none,True,True,0.704851869299439,0.410998833261865,0.910351285930372,0.499352452668507,0.704851869299439,0.410998833261865,0.910351285930372,0.499352452668507,5.06817811575481,8.13488252900956,3.15756611375965,5.06817811575481,8.13488252900956,3.15756611375965,-1.0,1.0,0.1,10.0,-0.590296261401121,0.590296261401121,fit_joint_tsne_vi_seed311_C03Sc02_vt_seed10,seed255,19.4244829936728,3,2.5763142356894377
n_O,n_O,delta__n_O,n_O,identity,False,none,True,True,3.38035900462499,3.02356834192001,4.892143175585,1.86857483366499,3.38035900462499,3.02356834192001,4.892143175585,1.86857483366499,3.38035900462499,4.892143175585,1.86857483366499,3.38035900462499,4.892143175585,1.86857483366499,0.0001,5.0,0.0001,5.0,-3.23928199075001,3.23928199075001,fit_joint_tsne_vi_seed311_C03Sc02_vt_seed10,seed255,19.4244829936728,3,2.618114665490616
alpha_o2,log10_alpha_o2,delta__log10_alpha_o2,log10_alpha_o2,log10,False,none,True,True,0.118426812598755,0.838913616525472,0.537883620861491,-0.301029995663981,0.118426812598755,0.838913616525472,0.537883620861491,-0.301029995663981,1.31349012666414,3.45051262568834,0.5,1.31349012666414,3.45051262568834,0.5,-0.301029995663981,0.602059991327962,0.5,4.0,-0.838913616525472,0.838913616525472,fit_joint_tsne_vi_seed311_C03Sc02_vt_seed10,seed255,19.4244829936728,3,6.90102525137668
gamma_growth,gamma_growth,delta__gamma_growth,gamma_growth,identity,False,none,True,True,1.71500846789226,0.426824860965587,1.92842089837505,1.50159603740946,1.71500846789226,0.426824860965587,1.92842089837505,1.50159603740946,1.71500846789226,1.92842089837505,1.50159603740946,1.71500846789226,1.92842089837505,1.50159603740946,1.5,4.5,1.5,4.5,-0.43001693578451,0.43001693578451,fit_joint_tsne_vi_seed311_C03Sc02_vt_seed10,seed255,19.4244829936728,3,1.284247460922942
lam_max,log10_lam_max,delta__log10_lam_max,log10_lam_max,log10,False,none,True,True,-0.196511450648683,-0.65273458926331,-0.522878745280338,0.129855843982972,-0.196511450648683,-0.65273458926331,-0.522878745280338,0.129855843982972,0.636046034567302,0.3,1.3485151936293,0.636046034567302,0.3,1.3485151936293,-2.30102999566398,0.176091259055681,0.005,1.5,-0.745205419408728,0.745205419408728,fit_joint_tsne_vi_seed311_C03Sc02_vt_seed10,seed255,19.4244829936728,3,0.22246690390829105
p_mis_base,log10_p_mis_base,delta__log10_p_mis_base,log10_p_mis_base,log10,False,none,True,True,-3.1974966242073,3.74190622269472,-1.32654351285994,-5.06844973555466,-3.1974966242073,3.74190622269472,-1.32654351285994,-5.06844973555466,0.0006346048337771,0.047147263115454,8.54181703118544e-06,0.0006346048337771,0.047147263115454,8.54181703118544e-06,-6.0,-1.0,1e-06,0.1,-4.3949932484146,4.3949932484146,fit_joint_tsne_vi_seed311_C03Sc02_vt_seed10,seed255,19.4244829936728,3,5519.582419445815
p_wgd,log10_p_wgd,delta__log10_p_wgd,log10_p_wgd,log10,False,none,True,True,-3.29278812220045,0.0164816293645423,-3.28454730751818,-3.30102893688272,-3.29278812220045,0.0164816293645423,-3.28454730751818,-3.30102893688272,0.0005095794172332,0.0005193410988147,0.0005000012189684,0.0005095794172332,0.0005193410988147,0.0005000012189684,-5.0,-3.0,1e-05,0.001,-0.585576244400894,0.585576244400894,fit_joint_tsne_vi_seed311_C03Sc02_vt_seed10,seed255,19.4244829936728,3,1.0386796653940205
gamma_mu,gamma_mu,delta__gamma_mu,gamma_mu,identity,False,none,True,True,1.66942033764651,0.93884067529301,2.13884067529301,1.2,1.66942033764651,0.93884067529301,2.13884067529301,1.2,1.66942033764651,2.13884067529301,1.2,1.66942033764651,2.13884067529301,1.2,1.2,3.5,1.2,3.5,-0.93884067529301,0.93884067529301,fit_joint_tsne_vi_seed311_C03Sc02_vt_seed10,seed255,19.4244829936728,3,1.7823672294108417
O2_crit,log10_O2_crit,delta__log10_O2_crit,log10_O2_crit,log10_nonnegative,False,none,True,True,-0.0425901081438662,-0.485899823198656,-0.285540019743194,0.200359803455462,-0.0425901081438662,-0.485899823198656,-0.285540019743194,0.200359803455462,0.906587844709911,0.518155342380994,1.58620678578554,0.906587844709911,0.518155342380994,1.58620678578554,-4.0,0.397940008672038,0.0001,2.5,-0.881060233631808,0.881060233631808,fit_joint_tsne_vi_seed311_C03Sc02_vt_seed10,seed43,19.4258497359334,4,0.326663173442665
mu_hp,log10_mu_hp,delta__log10_mu_hp,log10_mu_hp,log10,False,none,True,True,-1.6219577100252,1.35814457127756,-0.942885424386418,-2.30102999566398,-1.6219577100252,1.35814457127756,-0.942885424386418,-2.30102999566398,0.0238804381037991,0.114055064805876,0.005,0.0238804381037991,0.114055064805876,0.005,-2.30102999566398,-0.522878745280338,0.005,0.3,-1.35814457127756,1.35814457127756,fit_joint_tsne_vi_seed311_C03Sc02_vt_seed10,seed43,19.4258497359334,4,22.8110129611752
p_misseg,log10_p_misseg,delta__log10_p_misseg,log10_p_misseg,log10,False,none,True,True,-1.37445516633218,1.20429539748764,-0.772307467588359,-1.976602865076,-1.37445516633218,1.20429539748764,-0.772307467588359,-1.976602865076,0.0422225864585557,0.168924457323728,0.0105535150770604,0.0422225864585557,0.168924457323728,0.0105535150770604,-2.30102999566398,-0.301029995663981,0.005,0.5,-1.8531496586636,1.8531496586636,fit_joint_tsne_vi_seed311_C03Sc02_vt_seed10,seed43,19.4258497359334,4,16.00646382653206
k_o_mis,log10_k_o_mis,delta__log10_k_o_mis,log10_k_o_mis,log10,False,none,True,True,-3.39417693088808,1.10626839036423,-2.84104273570597,-3.9473111260702,-3.39417693088808,1.10626839036423,-2.84104273570597,-3.9473111260702,0.0004034809819627,0.0014419734506073,0.0001128986825222,0.0004034809819627,0.0014419734506073,0.0001128986825222,-5.0,-1.69897000433602,1e-05,0.02,-3.21164613822383,3.21164613822383,fit_joint_tsne_vi_seed311_C03Sc02_vt_seed10,seed43,19.4258497359334,4,12.772278811347116
buffer_smax,buffer_smax,delta__buffer_smax,buffer_smax,identity,False,none,True,True,0.952056423505255,-0.09588715298949,0.90411284701051,1.0,0.952056423505255,-0.09588715298949,0.90411284701051,1.0,0.952056423505255,0.90411284701051,1.0,0.952056423505255,0.90411284701051,1.0,0.0,1.0,0.0,1.0,-0.09588715298949,0.09588715298949,fit_joint_tsne_vi_seed311_C03Sc02_vt_seed10,seed43,19.4258497359334,4,0.90411284701051
buffer_beta,log10_buffer_beta,delta__log10_buffer_beta,log10_buffer_beta,log10,False,none,True,True,-0.401420568033222,-1.20625261384406,-1.00454687495525,0.201705738888809,-0.401420568033222,-1.20625261384406,-1.00454687495525,0.201705738888809,0.396807097861939,0.0989585048654445,1.59113027351929,0.396807097861939,0.0989585048654445,1.59113027351929,-2.0,1.0,0.01,10.0,-2.80284113606644,2.80284113606644,fit_joint_tsne_vi_seed311_C03Sc02_vt_seed10,seed43,19.4258497359334,4,0.06219384202059479
buffer_n_exp,log10_buffer_n_exp,delta__log10_buffer_n_exp,log10_buffer_n_exp,log10,False,none,True,True,0.704851869299439,0.410998833261865,0.910351285930372,0.499352452668507,0.704851869299439,0.410998833261865,0.910351285930372,0.499352452668507,5.06817811575481,8.13488252900956,3.15756611375965,5.06817811575481,8.13488252900956,3.15756611375965,-1.0,1.0,0.1,10.0,-0.590296261401121,0.590296261401121,fit_joint_tsne_vi_seed311_C03Sc02_vt_seed10,seed43,19.4258497359334,4,2.5763142356894377
n_O,n_O,delta__n_O,n_O,identity,False,none,True,True,3.38035900462499,3.02356834192001,4.892143175585,1.86857483366499,3.38035900462499,3.02356834192001,4.892143175585,1.86857483366499,3.38035900462499,4.892143175585,1.86857483366499,3.38035900462499,4.892143175585,1.86857483366499,0.0001,5.0,0.0001,5.0,-3.23928199075001,3.23928199075001,fit_joint_tsne_vi_seed311_C03Sc02_vt_seed10,seed43,19.4258497359334,4,2.618114665490616
alpha_o2,log10_alpha_o2,delta__log10_alpha_o2,log10_alpha_o2,log10,False,none,True,True,0.118426812598755,0.838913616525472,0.537883620861491,-0.301029995663981,0.118426812598755,0.838913616525472,0.537883620861491,-0.301029995663981,1.31349012666414,3.45051262568834,0.5,1.31349012666414,3.45051262568834,0.5,-0.301029995663981,0.602059991327962,0.5,4.0,-0.838913616525472,0.838913616525472,fit_joint_tsne_vi_seed311_C03Sc02_vt_seed10,seed43,19.4258497359334,4,6.90102525137668
gamma_growth,gamma_growth,delta__gamma_growth,gamma_growth,identity,False,none,True,True,1.71500846789226,0.43001693578451,1.93001693578451,1.5,1.71500846789226,0.43001693578451,1.93001693578451,1.5,1.71500846789226,1.93001693578451,1.5,1.71500846789226,1.93001693578451,1.5,1.5,4.5,1.5,4.5,-0.43001693578451,0.43001693578451,fit_joint_tsne_vi_seed311_C03Sc02_vt_seed10,seed43,19.4258497359334,4,1.2866779571896734
lam_max,log10_lam_max,delta__log10_lam_max,log10_lam_max,log10,False,none,True,True,-0.196511450648683,-0.65273458926331,-0.522878745280338,0.129855843982972,-0.196511450648683,-0.65273458926331,-0.522878745280338,0.129855843982972,0.636046034567302,0.3,1.3485151936293,0.636046034567302,0.3,1.3485151936293,-2.30102999566398,0.176091259055681,0.005,1.5,-0.745205419408728,0.745205419408728,fit_joint_tsne_vi_seed311_C03Sc02_vt_seed10,seed43,19.4258497359334,4,0.22246690390829105
p_mis_base,log10_p_mis_base,delta__log10_p_mis_base,log10_p_mis_base,log10,False,none,True,True,-3.1974966242073,3.74190622269472,-1.32654351285994,-5.06844973555466,-3.1974966242073,3.74190622269472,-1.32654351285994,-5.06844973555466,0.0006346048337771,0.047147263115454,8.54181703118544e-06,0.0006346048337771,0.047147263115454,8.54181703118544e-06,-6.0,-1.0,1e-06,0.1,-4.3949932484146,4.3949932484146,fit_joint_tsne_vi_seed311_C03Sc02_vt_seed10,seed43,19.4258497359334,4,5519.582419445815
