parameter,center_name,delta_name,invitro_name,transform,projection_applied,projection_action,feasible_before_projection,feasible_after_projection,center_raw_transformed,delta_raw_transformed,vivo_raw_transformed,vitro_raw_transformed,center_transformed,delta_transformed,vivo_transformed,vitro_transformed,center_raw_natural,vivo_raw_natural,vitro_raw_natural,center_projected_natural,vivo_projected_natural,vitro_projected_natural,joint_union_lower_transformed,joint_union_upper_transformed,joint_union_lower_bound,joint_union_upper_bound,delta_dynamic_lower_transformed,delta_dynamic_upper_transformed,pair,seed,objective,rank,ratio_vivo_to_vitro
O2_crit,log10_O2_crit,delta__log10_O2_crit,log10_O2_crit,log10_nonnegative,False,none,True,True,-0.389652262485913,-1.18002413188275,-0.979664328427288,0.200359803455462,-0.389652262485913,-1.18002413188275,-0.979664328427288,0.200359803455462,0.407706595866951,0.104793819950214,1.58620678578554,0.407706595866951,0.104793819950214,1.58620678578554,-4.0,0.397940008672038,0.0001,2.5,-1.5751845423159,1.5751845423159,fit_joint_tsne_vi_seed290_C01Sc02_vt_seed10,seed130,19.8025203483391,8,0.06606567371247045
mu_hp,log10_mu_hp,delta__log10_mu_hp,log10_mu_hp,log10,False,none,True,True,-1.56401958461052,1.47402082210692,-0.827009173557064,-2.30102999566398,-1.56401958461052,1.47402082210692,-0.827009173557064,-2.30102999566398,0.027288547216959,0.14893296184244,0.005,0.027288547216959,0.14893296184244,0.005,-2.30102999566398,-0.522878745280338,0.005,0.3,-1.47402082210692,1.47402082210692,fit_joint_tsne_vi_seed290_C01Sc02_vt_seed10,seed130,19.8025203483391,8,29.786592368488
p_misseg,log10_p_misseg,delta__log10_p_misseg,log10_p_misseg,log10,False,none,True,True,-1.13881643036999,1.67557286941202,-0.301029995663981,-1.976602865076,-1.13881643036999,1.67557286941202,-0.301029995663981,-1.976602865076,0.072641293618232,0.5,0.0105535150770604,0.072641293618232,0.5,0.0105535150770604,-2.30102999566398,-0.301029995663981,0.005,0.5,-1.67557286941202,1.67557286941202,fit_joint_tsne_vi_seed290_C01Sc02_vt_seed10,seed130,19.8025203483391,8,47.37757954094582
k_o_mis,log10_k_o_mis,delta__log10_k_o_mis,log10_k_o_mis,log10,False,none,True,True,-3.4736555630351,0.9473111260702,-3.0,-3.9473111260702,-3.4736555630351,0.9473111260702,-3.0,-3.9473111260702,0.0003360039918248,0.001,0.0001128986825222,0.0003360039918248,0.001,0.0001128986825222,-5.0,-1.69897000433602,1e-05,0.02,-3.0526888739298,3.0526888739298,fit_joint_tsne_vi_seed290_C01Sc02_vt_seed10,seed130,19.8025203483391,8,8.857499287499333
buffer_smax,buffer_smax,delta__buffer_smax,buffer_smax,identity,False,none,True,True,0.982467344739596,-0.035065310520809,0.964934689479191,1.0,0.982467344739596,-0.035065310520809,0.964934689479191,1.0,0.982467344739596,0.964934689479191,1.0,0.982467344739596,0.964934689479191,1.0,0.0,1.0,0.0,1.0,-0.035065310520809,0.035065310520809,fit_joint_tsne_vi_seed290_C01Sc02_vt_seed10,seed130,19.8025203483391,8,0.964934689479191
buffer_beta,log10_buffer_beta,delta__log10_buffer_beta,log10_buffer_beta,log10,False,none,True,True,-0.780576580511503,-1.96456463880062,-1.76285889991181,0.201705738888809,-0.780576580511503,-1.96456463880062,-1.76285889991181,0.201705738888809,0.165738505916188,0.017263986991193,1.59113027351929,0.165738505916188,0.017263986991193,1.59113027351929,-2.0,1.0,0.01,10.0,-2.43884683897699,2.43884683897699,fit_joint_tsne_vi_seed290_C01Sc02_vt_seed10,seed130,19.8025203483391,8,0.010850140480960248
buffer_n_exp,log10_buffer_n_exp,delta__log10_buffer_n_exp,log10_buffer_n_exp,log10,False,none,True,True,0.225700115486808,-0.565191479694636,-0.0568956243605102,0.508295855334126,0.225700115486808,-0.565191479694636,-0.0568956243605102,0.508295855334126,1.68151255952145,0.87721161940614,3.22326383426448,1.68151255952145,0.87721161940614,3.22326383426448,-1.0,1.0,0.1,10.0,-1.54859976902638,1.54859976902638,fit_joint_tsne_vi_seed290_C01Sc02_vt_seed10,seed130,19.8025203483391,8,0.27215011383215293
n_O,n_O,delta__n_O,n_O,identity,False,none,True,True,2.22769205751855,0.71823444770712,2.58680928137211,1.86857483366499,2.22769205751855,0.71823444770712,2.58680928137211,1.86857483366499,2.22769205751855,2.58680928137211,1.86857483366499,2.22769205751855,2.58680928137211,1.86857483366499,0.0001,5.0,0.0001,5.0,-4.4551841150371,4.4551841150371,fit_joint_tsne_vi_seed290_C01Sc02_vt_seed10,seed130,19.8025203483391,8,1.3843755330357241
alpha_o2,log10_alpha_o2,delta__log10_alpha_o2,log10_alpha_o2,log10,False,none,True,True,-0.0955632661636102,0.410933459000742,0.109903463336761,-0.301029995663981,-0.0955632661636102,0.410933459000742,0.109903463336761,-0.301029995663981,0.802484649823942,1.28796322640611,0.5,0.802484649823942,1.28796322640611,0.5,-0.301029995663981,0.602059991327962,0.5,4.0,-0.410933459000742,0.410933459000742,fit_joint_tsne_vi_seed290_C01Sc02_vt_seed10,seed130,19.8025203483391,8,2.57592645281222
gamma_growth,gamma_growth,delta__gamma_growth,gamma_growth,identity,False,none,True,True,2.03115739958699,1.06231479917397,2.56231479917397,1.5,2.03115739958699,1.06231479917397,2.56231479917397,1.5,2.03115739958699,2.56231479917397,1.5,2.03115739958699,2.56231479917397,1.5,1.5,4.5,1.5,4.5,-1.06231479917397,1.06231479917397,fit_joint_tsne_vi_seed290_C01Sc02_vt_seed10,seed130,19.8025203483391,8,1.70820986611598
lam_max,log10_lam_max,delta__log10_lam_max,log10_lam_max,log10,False,none,True,True,-0.371922045046392,-1.00355577805873,-0.873699934075755,0.129855843982972,-0.371922045046392,-1.00355577805873,-0.873699934075755,0.129855843982972,0.424695789113253,0.133751932601592,1.3485151936293,0.424695789113253,0.133751932601592,1.3485151936293,-2.30102999566398,0.176091259055681,0.005,1.5,-1.09602660820415,1.09602660820415,fit_joint_tsne_vi_seed290_C01Sc02_vt_seed10,seed130,19.8025203483391,8,0.09918459445875528
p_mis_base,log10_p_mis_base,delta__log10_p_mis_base,log10_p_mis_base,log10,False,none,True,True,-4.87597753672626,0.384944397656811,-4.68350533789785,-5.06844973555466,-4.87597753672626,0.384944397656811,-4.68350533789785,-5.06844973555466,1.33052323564898e-05,2.0725005863959e-05,8.54181703118544e-06,1.33052323564898e-05,2.0725005863959e-05,8.54181703118544e-06,-6.0,-1.0,1e-06,0.1,-2.24804492654749,2.24804492654749,fit_joint_tsne_vi_seed290_C01Sc02_vt_seed10,seed130,19.8025203483391,8,2.426299438198428
p_wgd,log10_p_wgd,delta__log10_p_wgd,log10_p_wgd,log10,False,none,True,True,-3.73050868137285,-0.0881211947391144,-3.77456927874241,-3.68644808400329,-3.73050868137285,-0.0881211947391144,-3.77456927874241,-3.68644808400329,0.0001859907384046,0.0001680469835442,0.0002058504951575,0.0001859907384046,0.0001680469835442,0.0002058504951575,-5.0,-3.0,1e-05,0.001,-1.4610173627457,1.4610173627457,fit_joint_tsne_vi_seed290_C01Sc02_vt_seed10,seed130,19.8025203483391,8,0.8163545266948431
gamma_mu,gamma_mu,delta__gamma_mu,gamma_mu,identity,False,none,True,True,2.0306417855098,1.66128357101961,2.86128357101961,1.2,2.0306417855098,1.66128357101961,2.86128357101961,1.2,2.0306417855098,2.86128357101961,1.2,2.0306417855098,2.86128357101961,1.2,1.2,3.5,1.2,3.5,-1.66128357101961,1.66128357101961,fit_joint_tsne_vi_seed290_C01Sc02_vt_seed10,seed130,19.8025203483391,8,2.384402975849675
O2_crit,log10_O2_crit,delta__log10_O2_crit,log10_O2_crit,log10_nonnegative,False,none,True,True,-0.389652262485913,-1.18002413188275,-0.979664328427288,0.200359803455462,-0.389652262485913,-1.18002413188275,-0.979664328427288,0.200359803455462,0.407706595866951,0.104793819950214,1.58620678578554,0.407706595866951,0.104793819950214,1.58620678578554,-4.0,0.397940008672038,0.0001,2.5,-1.5751845423159,1.5751845423159,fit_joint_tsne_vi_seed290_C01Sc02_vt_seed10,seed405,19.8026222250612,9,0.06606567371247045
mu_hp,log10_mu_hp,delta__log10_mu_hp,log10_mu_hp,log10,False,none,True,True,-1.56401958461052,1.47402082210692,-0.827009173557064,-2.30102999566398,-1.56401958461052,1.47402082210692,-0.827009173557064,-2.30102999566398,0.027288547216959,0.14893296184244,0.005,0.027288547216959,0.14893296184244,0.005,-2.30102999566398,-0.522878745280338,0.005,0.3,-1.47402082210692,1.47402082210692,fit_joint_tsne_vi_seed290_C01Sc02_vt_seed10,seed405,19.8026222250612,9,29.786592368488
p_misseg,log10_p_misseg,delta__log10_p_misseg,log10_p_misseg,log10,False,none,True,True,-1.13881643036999,1.67557286941202,-0.301029995663981,-1.976602865076,-1.13881643036999,1.67557286941202,-0.301029995663981,-1.976602865076,0.072641293618232,0.5,0.0105535150770604,0.072641293618232,0.5,0.0105535150770604,-2.30102999566398,-0.301029995663981,0.005,0.5,-1.67557286941202,1.67557286941202,fit_joint_tsne_vi_seed290_C01Sc02_vt_seed10,seed405,19.8026222250612,9,47.37757954094582
k_o_mis,log10_k_o_mis,delta__log10_k_o_mis,log10_k_o_mis,log10,False,none,True,True,-3.4736555630351,0.9473111260702,-3.0,-3.9473111260702,-3.4736555630351,0.9473111260702,-3.0,-3.9473111260702,0.0003360039918248,0.001,0.0001128986825222,0.0003360039918248,0.001,0.0001128986825222,-5.0,-1.69897000433602,1e-05,0.02,-3.0526888739298,3.0526888739298,fit_joint_tsne_vi_seed290_C01Sc02_vt_seed10,seed405,19.8026222250612,9,8.857499287499333
buffer_smax,buffer_smax,delta__buffer_smax,buffer_smax,identity,False,none,True,True,0.982467344739596,-0.035065310520809,0.964934689479191,1.0,0.982467344739596,-0.035065310520809,0.964934689479191,1.0,0.982467344739596,0.964934689479191,1.0,0.982467344739596,0.964934689479191,1.0,0.0,1.0,0.0,1.0,-0.035065310520809,0.035065310520809,fit_joint_tsne_vi_seed290_C01Sc02_vt_seed10,seed405,19.8026222250612,9,0.964934689479191
buffer_beta,log10_buffer_beta,delta__log10_buffer_beta,log10_buffer_beta,log10,False,none,True,True,-0.780576580511503,-1.96456463880062,-1.76285889991181,0.201705738888809,-0.780576580511503,-1.96456463880062,-1.76285889991181,0.201705738888809,0.165738505916188,0.017263986991193,1.59113027351929,0.165738505916188,0.017263986991193,1.59113027351929,-2.0,1.0,0.01,10.0,-2.43884683897699,2.43884683897699,fit_joint_tsne_vi_seed290_C01Sc02_vt_seed10,seed405,19.8026222250612,9,0.010850140480960248
buffer_n_exp,log10_buffer_n_exp,delta__log10_buffer_n_exp,log10_buffer_n_exp,log10,False,none,True,True,0.225700115486808,-0.547304674363397,-0.0479522216948905,0.499352452668507,0.225700115486808,-0.547304674363397,-0.0479522216948905,0.499352452668507,1.68151255952145,0.895463273281003,3.15756611375965,1.68151255952145,0.895463273281003,3.15756611375965,-1.0,1.0,0.1,10.0,-1.54859976902638,1.54859976902638,fit_joint_tsne_vi_seed290_C01Sc02_vt_seed10,seed405,19.8026222250612,9,0.2835928816751815
n_O,n_O,delta__n_O,n_O,identity,False,none,True,True,2.22769205751855,0.71823444770712,2.58680928137211,1.86857483366499,2.22769205751855,0.71823444770712,2.58680928137211,1.86857483366499,2.22769205751855,2.58680928137211,1.86857483366499,2.22769205751855,2.58680928137211,1.86857483366499,0.0001,5.0,0.0001,5.0,-4.4551841150371,4.4551841150371,fit_joint_tsne_vi_seed290_C01Sc02_vt_seed10,seed405,19.8026222250612,9,1.3843755330357241
alpha_o2,log10_alpha_o2,delta__log10_alpha_o2,log10_alpha_o2,log10,False,none,True,True,-0.0955632661636102,0.410933459000742,0.109903463336761,-0.301029995663981,-0.0955632661636102,0.410933459000742,0.109903463336761,-0.301029995663981,0.802484649823942,1.28796322640611,0.5,0.802484649823942,1.28796322640611,0.5,-0.301029995663981,0.602059991327962,0.5,4.0,-0.410933459000742,0.410933459000742,fit_joint_tsne_vi_seed290_C01Sc02_vt_seed10,seed405,19.8026222250612,9,2.57592645281222
gamma_growth,gamma_growth,delta__gamma_growth,gamma_growth,identity,False,none,True,True,2.03115739958699,1.06231479917397,2.56231479917397,1.5,2.03115739958699,1.06231479917397,2.56231479917397,1.5,2.03115739958699,2.56231479917397,1.5,2.03115739958699,2.56231479917397,1.5,1.5,4.5,1.5,4.5,-1.06231479917397,1.06231479917397,fit_joint_tsne_vi_seed290_C01Sc02_vt_seed10,seed405,19.8026222250612,9,1.70820986611598
lam_max,log10_lam_max,delta__log10_lam_max,log10_lam_max,log10,False,none,True,True,-0.371922045046392,-1.00355577805873,-0.873699934075755,0.129855843982972,-0.371922045046392,-1.00355577805873,-0.873699934075755,0.129855843982972,0.424695789113253,0.133751932601592,1.3485151936293,0.424695789113253,0.133751932601592,1.3485151936293,-2.30102999566398,0.176091259055681,0.005,1.5,-1.09602660820415,1.09602660820415,fit_joint_tsne_vi_seed290_C01Sc02_vt_seed10,seed405,19.8026222250612,9,0.09918459445875528
p_mis_base,log10_p_mis_base,delta__log10_p_mis_base,log10_p_mis_base,log10,False,none,True,True,-4.87597753672626,0.317019264814007,-4.71746790431925,-5.03448716913326,-4.87597753672626,0.317019264814007,-4.71746790431925,-5.03448716913326,1.33052323564898e-05,1.91660270026003e-05,9.23661476821277e-06,1.33052323564898e-05,1.91660270026003e-05,9.23661476821277e-06,-6.0,-1.0,1e-06,0.1,-2.24804492654749,2.24804492654749,fit_joint_tsne_vi_seed290_C01Sc02_vt_seed10,seed405,19.8026222250612,9,2.075005560322704
p_wgd,log10_p_wgd,delta__log10_p_wgd,log10_p_wgd,log10,False,none,True,True,-3.73050868137285,-0.0964727858583505,-3.77874507430203,-3.68227228844367,-3.73050868137285,-0.0964727858583505,-3.77874507430203,-3.68227228844367,0.0001859907384046,0.0001664389340445,0.0002078393193929,0.0001859907384046,0.0001664389340445,0.0002078393193929,-5.0,-3.0,1e-05,0.001,-1.4610173627457,1.4610173627457,fit_joint_tsne_vi_seed290_C01Sc02_vt_seed10,seed405,19.8026222250612,9,0.8008058077300735
gamma_mu,gamma_mu,delta__gamma_mu,gamma_mu,identity,False,none,True,True,2.0306417855098,1.66128357101961,2.86128357101961,1.2,2.0306417855098,1.66128357101961,2.86128357101961,1.2,2.0306417855098,2.86128357101961,1.2,2.0306417855098,2.86128357101961,1.2,1.2,3.5,1.2,3.5,-1.66128357101961,1.66128357101961,fit_joint_tsne_vi_seed290_C01Sc02_vt_seed10,seed405,19.8026222250612,9,2.384402975849675
O2_crit,log10_O2_crit,delta__log10_O2_crit,log10_O2_crit,log10_nonnegative,False,none,True,True,-0.389652262485913,-1.18002413188275,-0.979664328427288,0.200359803455462,-0.389652262485913,-1.18002413188275,-0.979664328427288,0.200359803455462,0.407706595866951,0.104793819950214,1.58620678578554,0.407706595866951,0.104793819950214,1.58620678578554,-4.0,0.397940008672038,0.0001,2.5,-1.5751845423159,1.5751845423159,fit_joint_tsne_vi_seed290_C01Sc02_vt_seed10,seed357,19.8055233823592,10,0.06606567371247045
mu_hp,log10_mu_hp,delta__log10_mu_hp,log10_mu_hp,log10,False,none,True,True,-1.56401958461052,1.47402082210692,-0.827009173557064,-2.30102999566398,-1.56401958461052,1.47402082210692,-0.827009173557064,-2.30102999566398,0.027288547216959,0.14893296184244,0.005,0.027288547216959,0.14893296184244,0.005,-2.30102999566398,-0.522878745280338,0.005,0.3,-1.47402082210692,1.47402082210692,fit_joint_tsne_vi_seed290_C01Sc02_vt_seed10,seed357,19.8055233823592,10,29.786592368488
p_misseg,log10_p_misseg,delta__log10_p_misseg,log10_p_misseg,log10,False,none,True,True,-1.13881643036999,1.67557286941202,-0.301029995663981,-1.976602865076,-1.13881643036999,1.67557286941202,-0.301029995663981,-1.976602865076,0.072641293618232,0.5,0.0105535150770604,0.072641293618232,0.5,0.0105535150770604,-2.30102999566398,-0.301029995663981,0.005,0.5,-1.67557286941202,1.67557286941202,fit_joint_tsne_vi_seed290_C01Sc02_vt_seed10,seed357,19.8055233823592,10,47.37757954094582
k_o_mis,log10_k_o_mis,delta__log10_k_o_mis,log10_k_o_mis,log10,False,none,True,True,-3.4736555630351,0.9473111260702,-3.0,-3.9473111260702,-3.4736555630351,0.9473111260702,-3.0,-3.9473111260702,0.0003360039918248,0.001,0.0001128986825222,0.0003360039918248,0.001,0.0001128986825222,-5.0,-1.69897000433602,1e-05,0.02,-3.0526888739298,3.0526888739298,fit_joint_tsne_vi_seed290_C01Sc02_vt_seed10,seed357,19.8055233823592,10,8.857499287499333
buffer_smax,buffer_smax,delta__buffer_smax,buffer_smax,identity,False,none,True,True,0.982467344739596,-0.035065310520809,0.964934689479191,1.0,0.982467344739596,-0.035065310520809,0.964934689479191,1.0,0.982467344739596,0.964934689479191,1.0,0.982467344739596,0.964934689479191,1.0,0.0,1.0,0.0,1.0,-0.035065310520809,0.035065310520809,fit_joint_tsne_vi_seed290_C01Sc02_vt_seed10,seed357,19.8055233823592,10,0.964934689479191
buffer_beta,log10_buffer_beta,delta__log10_buffer_beta,log10_buffer_beta,log10,False,none,True,True,-0.780576580511503,-1.96456463880062,-1.76285889991181,0.201705738888809,-0.780576580511503,-1.96456463880062,-1.76285889991181,0.201705738888809,0.165738505916188,0.017263986991193,1.59113027351929,0.165738505916188,0.017263986991193,1.59113027351929,-2.0,1.0,0.01,10.0,-2.43884683897699,2.43884683897699,fit_joint_tsne_vi_seed290_C01Sc02_vt_seed10,seed357,19.8055233823592,10,0.010850140480960248
buffer_n_exp,log10_buffer_n_exp,delta__log10_buffer_n_exp,log10_buffer_n_exp,log10,False,none,True,True,0.225700115486808,-0.547304674363397,-0.0479522216948905,0.499352452668507,0.225700115486808,-0.547304674363397,-0.0479522216948905,0.499352452668507,1.68151255952145,0.895463273281003,3.15756611375965,1.68151255952145,0.895463273281003,3.15756611375965,-1.0,1.0,0.1,10.0,-1.54859976902638,1.54859976902638,fit_joint_tsne_vi_seed290_C01Sc02_vt_seed10,seed357,19.8055233823592,10,0.2835928816751815
n_O,n_O,delta__n_O,n_O,identity,False,none,True,True,2.22769205751855,0.71823444770712,2.58680928137211,1.86857483366499,2.22769205751855,0.71823444770712,2.58680928137211,1.86857483366499,2.22769205751855,2.58680928137211,1.86857483366499,2.22769205751855,2.58680928137211,1.86857483366499,0.0001,5.0,0.0001,5.0,-4.4551841150371,4.4551841150371,fit_joint_tsne_vi_seed290_C01Sc02_vt_seed10,seed357,19.8055233823592,10,1.3843755330357241
alpha_o2,log10_alpha_o2,delta__log10_alpha_o2,log10_alpha_o2,log10,False,none,True,True,-0.0955632661636102,0.410933459000742,0.109903463336761,-0.301029995663981,-0.0955632661636102,0.410933459000742,0.109903463336761,-0.301029995663981,0.802484649823942,1.28796322640611,0.5,0.802484649823942,1.28796322640611,0.5,-0.301029995663981,0.602059991327962,0.5,4.0,-0.410933459000742,0.410933459000742,fit_joint_tsne_vi_seed290_C01Sc02_vt_seed10,seed357,19.8055233823592,10,2.57592645281222
gamma_growth,gamma_growth,delta__gamma_growth,gamma_growth,identity,False,none,True,True,2.03115739958699,1.06231479917397,2.56231479917397,1.5,2.03115739958699,1.06231479917397,2.56231479917397,1.5,2.03115739958699,2.56231479917397,1.5,2.03115739958699,2.56231479917397,1.5,1.5,4.5,1.5,4.5,-1.06231479917397,1.06231479917397,fit_joint_tsne_vi_seed290_C01Sc02_vt_seed10,seed357,19.8055233823592,10,1.70820986611598
lam_max,log10_lam_max,delta__log10_lam_max,log10_lam_max,log10,False,none,True,True,-0.371922045046392,-1.00355577805873,-0.873699934075755,0.129855843982972,-0.371922045046392,-1.00355577805873,-0.873699934075755,0.129855843982972,0.424695789113253,0.133751932601592,1.3485151936293,0.424695789113253,0.133751932601592,1.3485151936293,-2.30102999566398,0.176091259055681,0.005,1.5,-1.09602660820415,1.09602660820415,fit_joint_tsne_vi_seed290_C01Sc02_vt_seed10,seed357,19.8055233823592,10,0.09918459445875528
p_mis_base,log10_p_mis_base,delta__log10_p_mis_base,log10_p_mis_base,log10,False,none,True,True,-4.87597753672626,-0.0815257025462713,-4.91674038799939,-4.83521468545312,-4.87597753672626,-0.0815257025462713,-4.91674038799939,-4.83521468545312,1.33052323564898e-05,1.21132201969661e-05,1.4614545528077e-05,1.33052323564898e-05,1.21132201969661e-05,1.4614545528077e-05,-6.0,-1.0,1e-06,0.1,-2.24804492654749,2.24804492654749,fit_joint_tsne_vi_seed290_C01Sc02_vt_seed10,seed357,19.8055233823592,10,0.8288468617580045
p_wgd,log10_p_wgd,delta__log10_p_wgd,log10_p_wgd,log10,False,none,True,True,-3.73050868137285,-0.627857693493757,-4.04443752811973,-3.41657983462597,-3.73050868137285,-0.627857693493757,-4.04443752811973,-3.41657983462597,0.0001859907384046,9.02739554346123e-05,0.0003831952926597,0.0001859907384046,9.02739554346123e-05,0.0003831952926597,-5.0,-3.0,1e-05,0.001,-1.4610173627457,1.4610173627457,fit_joint_tsne_vi_seed290_C01Sc02_vt_seed10,seed357,19.8055233823592,10,0.23558210960274215
gamma_mu,gamma_mu,delta__gamma_mu,gamma_mu,identity,False,none,True,True,2.0306417855098,1.66128357101961,2.86128357101961,1.2,2.0306417855098,1.66128357101961,2.86128357101961,1.2,2.0306417855098,2.86128357101961,1.2,2.0306417855098,2.86128357101961,1.2,1.2,3.5,1.2,3.5,-1.66128357101961,1.66128357101961,fit_joint_tsne_vi_seed290_C01Sc02_vt_seed10,seed357,19.8055233823592,10,2.384402975849675
O2_crit,log10_O2_crit,delta__log10_O2_crit,log10_O2_crit,log10_nonnegative,False,none,True,True,-0.0425901081438662,-0.485899823198656,-0.285540019743194,0.200359803455462,-0.0425901081438662,-0.485899823198656,-0.285540019743194,0.200359803455462,0.906587844709911,0.518155342380994,1.58620678578554,0.906587844709911,0.518155342380994,1.58620678578554,-4.0,0.397940008672038,0.0001,2.5,-0.881060233631808,0.881060233631808,fit_joint_tsne_vi_seed311_C03Sc02_vt_seed10,seed18,19.4144872936097,1,0.326663173442665
mu_hp,log10_mu_hp,delta__log10_mu_hp,log10_mu_hp,log10,False,none,True,True,-1.6219577100252,1.35814457127756,-0.942885424386418,-2.30102999566398,-1.6219577100252,1.35814457127756,-0.942885424386418,-2.30102999566398,0.0238804381037991,0.114055064805876,0.005,0.0238804381037991,0.114055064805876,0.005,-2.30102999566398,-0.522878745280338,0.005,0.3,-1.35814457127756,1.35814457127756,fit_joint_tsne_vi_seed311_C03Sc02_vt_seed10,seed18,19.4144872936097,1,22.8110129611752
p_misseg,log10_p_misseg,delta__log10_p_misseg,log10_p_misseg,log10,False,none,True,True,-1.37445516633218,1.20429539748764,-0.772307467588359,-1.976602865076,-1.37445516633218,1.20429539748764,-0.772307467588359,-1.976602865076,0.0422225864585557,0.168924457323728,0.0105535150770604,0.0422225864585557,0.168924457323728,0.0105535150770604,-2.30102999566398,-0.301029995663981,0.005,0.5,-1.8531496586636,1.8531496586636,fit_joint_tsne_vi_seed311_C03Sc02_vt_seed10,seed18,19.4144872936097,1,16.00646382653206
k_o_mis,log10_k_o_mis,delta__log10_k_o_mis,log10_k_o_mis,log10,False,none,True,True,-3.39417693088808,1.10626839036423,-2.84104273570597,-3.9473111260702,-3.39417693088808,1.10626839036423,-2.84104273570597,-3.9473111260702,0.0004034809819627,0.0014419734506073,0.0001128986825222,0.0004034809819627,0.0014419734506073,0.0001128986825222,-5.0,-1.69897000433602,1e-05,0.02,-3.21164613822383,3.21164613822383,fit_joint_tsne_vi_seed311_C03Sc02_vt_seed10,seed18,19.4144872936097,1,12.772278811347116
buffer_smax,buffer_smax,delta__buffer_smax,buffer_smax,identity,False,none,True,True,0.952056423505255,-0.09588715298949,0.90411284701051,1.0,0.952056423505255,-0.09588715298949,0.90411284701051,1.0,0.952056423505255,0.90411284701051,1.0,0.952056423505255,0.90411284701051,1.0,0.0,1.0,0.0,1.0,-0.09588715298949,0.09588715298949,fit_joint_tsne_vi_seed311_C03Sc02_vt_seed10,seed18,19.4144872936097,1,0.90411284701051
buffer_beta,log10_buffer_beta,delta__log10_buffer_beta,log10_buffer_beta,log10,False,none,True,True,-0.401420568033222,-1.20625261384406,-1.00454687495525,0.201705738888809,-0.401420568033222,-1.20625261384406,-1.00454687495525,0.201705738888809,0.396807097861939,0.0989585048654445,1.59113027351929,0.396807097861939,0.0989585048654445,1.59113027351929,-2.0,1.0,0.01,10.0,-2.80284113606644,2.80284113606644,fit_joint_tsne_vi_seed311_C03Sc02_vt_seed10,seed18,19.4144872936097,1,0.06219384202059479
buffer_n_exp,log10_buffer_n_exp,delta__log10_buffer_n_exp,log10_buffer_n_exp,log10,False,none,True,True,0.704851869299439,0.410998833261865,0.910351285930372,0.499352452668507,0.704851869299439,0.410998833261865,0.910351285930372,0.499352452668507,5.06817811575481,8.13488252900956,3.15756611375965,5.06817811575481,8.13488252900956,3.15756611375965,-1.0,1.0,0.1,10.0,-0.590296261401121,0.590296261401121,fit_joint_tsne_vi_seed311_C03Sc02_vt_seed10,seed18,19.4144872936097,1,2.5763142356894377
n_O,n_O,delta__n_O,n_O,identity,False,none,True,True,3.38035900462499,3.02356834192001,4.892143175585,1.86857483366499,3.38035900462499,3.02356834192001,4.892143175585,1.86857483366499,3.38035900462499,4.892143175585,1.86857483366499,3.38035900462499,4.892143175585,1.86857483366499,0.0001,5.0,0.0001,5.0,-3.23928199075001,3.23928199075001,fit_joint_tsne_vi_seed311_C03Sc02_vt_seed10,seed18,19.4144872936097,1,2.618114665490616
alpha_o2,log10_alpha_o2,delta__log10_alpha_o2,log10_alpha_o2,log10,False,none,True,True,0.118426812598755,0.838913616525472,0.537883620861491,-0.301029995663981,0.118426812598755,0.838913616525472,0.537883620861491,-0.301029995663981,1.31349012666414,3.45051262568834,0.5,1.31349012666414,3.45051262568834,0.5,-0.301029995663981,0.602059991327962,0.5,4.0,-0.838913616525472,0.838913616525472,fit_joint_tsne_vi_seed311_C03Sc02_vt_seed10,seed18,19.4144872936097,1,6.90102525137668
gamma_growth,gamma_growth,delta__gamma_growth,gamma_growth,identity,False,none,True,True,1.71500846789226,0.43001693578451,1.93001693578451,1.5,1.71500846789226,0.43001693578451,1.93001693578451,1.5,1.71500846789226,1.93001693578451,1.5,1.71500846789226,1.93001693578451,1.5,1.5,4.5,1.5,4.5,-0.43001693578451,0.43001693578451,fit_joint_tsne_vi_seed311_C03Sc02_vt_seed10,seed18,19.4144872936097,1,1.2866779571896734
lam_max,log10_lam_max,delta__log10_lam_max,log10_lam_max,log10,False,none,True,True,-0.196511450648683,-0.65273458926331,-0.522878745280338,0.129855843982972,-0.196511450648683,-0.65273458926331,-0.522878745280338,0.129855843982972,0.636046034567302,0.3,1.3485151936293,0.636046034567302,0.3,1.3485151936293,-2.30102999566398,0.176091259055681,0.005,1.5,-0.745205419408728,0.745205419408728,fit_joint_tsne_vi_seed311_C03Sc02_vt_seed10,seed18,19.4144872936097,1,0.22246690390829105
p_mis_base,log10_p_mis_base,delta__log10_p_mis_base,log10_p_mis_base,log10,False,none,True,True,-3.1974966242073,3.74190622269472,-1.32654351285994,-5.06844973555466,-3.1974966242073,3.74190622269472,-1.32654351285994,-5.06844973555466,0.0006346048337771,0.047147263115454,8.54181703118544e-06,0.0006346048337771,0.047147263115454,8.54181703118544e-06,-6.0,-1.0,1e-06,0.1,-4.3949932484146,4.3949932484146,fit_joint_tsne_vi_seed311_C03Sc02_vt_seed10,seed18,19.4144872936097,1,5519.582419445815
