perl-Unicode-Normalize	0	1.25	396.el8	x86_64
perl-WWW-RobotRules	0	6.02	18.module+el8.3.0+6498+9eecfe51	noarch
perl-XML-LibXML	1	2.0132	2.el8	x86_64
perl-XML-NamespaceSupport	0	1.12	4.el8	noarch
perl-XML-Parser	0	2.44	11.el8	x86_64
perl-XML-SAX	0	1.00	1.el8	noarch
perl-XML-SAX-Base	0	1.09	4.el8	noarch
perl-XML-Simple	0	2.25	1.el8	noarch
perl-autodie	0	2.29	396.el8	noarch
perl-bignum	0	0.49	2.el8	noarch
perl-constant	0	1.33	396.el8	noarch
perl-devel	4	5.26.3	423.el8_10	x86_64
perl-encoding	4	2.22	3.el8	x86_64
perl-experimental	0	0.019	2.el8	noarch
perl-generators	0	1.10	9.el8	noarch
perl-inc-latest	2	0.500	9.el8	noarch
perl-interpreter	4	5.26.3	423.el8_10	x86_64
perl-libintl-perl	0	1.29	2.el8	x86_64
perl-libnet	0	3.11	3.el8	noarch
perl-libnetcfg	4	5.26.3	423.el8_10	noarch
perl-libs	4	5.26.3	423.el8_10	x86_64
perl-libwww-perl	0	6.34	1.module+el8.3.0+6498+9eecfe51	noarch
perl-local-lib	0	2.000024	2.el8	noarch
perl-macros	4	5.26.3	423.el8_10	x86_64
perl-open	0	1.11	423.el8_10	noarch
perl-parent	1	0.237	1.el8	noarch
perl-perlfaq	0	5.20180605	1.el8	noarch
perl-podlators	0	4.11	1.el8	noarch
perl-srpm-macros	0	1	25.el8	noarch
perl-threads	1	2.21	2.el8	x86_64
perl-threads-shared	0	1.58	2.el8	x86_64
perl-utils	0	5.26.3	423.el8_10	noarch
perl-version	6	0.99.24	1.el8	x86_64
pesign	0	0.112	27.el8_7	x86_64
php	0	7.2.24	1.module+el8.2.0+4601+7c76a223	x86_64
php-cli	0	7.2.24	1.module+el8.2.0+4601+7c76a223	x86_64
php-common	0	7.2.24	1.module+el8.2.0+4601+7c76a223	x86_64
php-fpm	0	7.2.24	1.module+el8.2.0+4601+7c76a223	x86_64
php-json	0	7.2.24	1.module+el8.2.0+4601+7c76a223	x86_64
php-xml	0	7.2.24	1.module+el8.2.0+4601+7c76a223	x86_64
pigz	0	2.4	4.el8	x86_64
pinentry	0	1.1.0	2.el8	x86_64
pixman	0	0.38.4	4.el8	x86_64
pkgconf	0	1.4.2	1.el8	x86_64
pkgconf-m4	0	1.4.2	1.el8	noarch
pkgconf-pkg-config	0	1.4.2	1.el8	x86_64
platform-python	0	3.6.8	70.el8_10	x86_64
platform-python-devel	0	3.6.8	70.el8_10	x86_64
platform-python-pip	0	9.0.3	24.el8	noarch
platform-python-setuptools	0	39.2.0	9.el8_10	noarch
podman	4	4.9.4	22.module+el8.10.0+23320+f7205097	x86_64
podman-catatonit	4	4.9.4	22.module+el8.10.0+23320+f7205097	x86_64
podman-gvproxy	4	4.9.4	22.module+el8.10.0+23320+f7205097	x86_64
podman-plugins	4	4.9.4	22.module+el8.10.0+23320+f7205097	x86_64
policycoreutils	0	2.9	26.el8_10	x86_64
policycoreutils-python-utils	0	2.9	26.el8_10	noarch
polkit	0	0.115	15.el8_10.2	x86_64
polkit-libs	0	0.115	15.el8_10.2	x86_64
polkit-pkla-compat	0	0.1	12.el8	x86_64
poppler	0	20.11.0	12.el8_10	x86_64
poppler-data	0	0.4.9	2.el8	noarch
poppler-utils	0	20.11.0	12.el8_10	x86_64
popt	0	1.18	1.el8	x86_64
popt-devel	0	1.18	1.el8	x86_64
postfix	2	3.5.8	7.el8	x86_64
prefixdevname	0	0.1.0	6.el8	x86_64
procps-ng	0	3.3.15	14.el8	x86_64
protobuf-c	0	1.3.0	8.el8	x86_64
psmisc	0	23.1	5.el8	x86_64
publicsuffix-list-dafsa	0	20180723	1.el8	noarch
pulseaudio-libs	0	14.0	4.el8	x86_64
python-rpm-macros	0	3	45.el8	noarch
python-srpm-macros	0	3	45.el8	noarch
python2	0	2.7.18	17.module+el8.10.0+20822+a15ec22d	x86_64
python2-libs	0	2.7.18	17.module+el8.10.0+20822+a15ec22d	x86_64
python2-pip	0	9.0.3	19.module+el8.9.0+19487+7dc18407	noarch
python2-pip-wheel	0	9.0.3	19.module+el8.9.0+19487+7dc18407	noarch
python2-setuptools	0	39.0.1	14.module+el8.10.0+20444+3bf7fee4	noarch
python2-setuptools-wheel	0	39.0.1	14.module+el8.10.0+20444+3bf7fee4	noarch
python3-PyMySQL	0	0.10.1	2.module+el8.10.0+20784+edafcd43	noarch
python3-audit	0	3.1.2	1.el8_10.1	x86_64
python3-bind	32	9.11.36	16.el8_10.4	noarch
python3-boto3	0	1.15.15	1.el8	noarch
python3-botocore	0	1.18.15	1.el8	noarch
python3-cffi	0	1.11.5	6.el8	x86_64
python3-chardet	0	3.0.4	7.el8	noarch
python3-cloud-what	0	1.28.44	1.el8_10	x86_64
python3-configobj	0	5.0.6	11.el8	noarch
python3-cryptography	0	3.2.1	7.el8_9	x86_64
python3-dateutil	1	2.6.1	6.el8	noarch
python3-dbus	0	1.2.4	15.el8	x86_64
python3-decorator	0	4.2.1	2.el8	noarch
python3-dmidecode	0	3.12.3	2.el8	x86_64
python3-dnf	0	4.7.0	21.el8_10	noarch
python3-dnf-plugins-core	0	4.0.21	25.el8	noarch
python3-docutils	0	0.14	12.module+el8.10.0+20784+edafcd43	noarch
python3-ethtool	0	0.14	5.el8	x86_64
python3-firewall	0	0.9.11	10.el8_10	noarch
python3-gobject-base	0	3.28.3	2.el8	x86_64
python3-gpg	0	1.13.1	12.el8	x86_64
python3-hawkey	0	0.63.0	21.el8_10	x86_64
python3-idna	0	2.5	7.el8_10	noarch
python3-iniparse	0	0.4	31.el8	noarch
python3-inotify	0	0.9.6	13.el8	noarch
python3-jmespath	0	0.9.0	11.el8	noarch
python3-jsonpatch	0	1.21	2.el8	noarch
python3-jsonpointer	0	1.10	11.el8	noarch
python3-libcomps	0	0.1.18	1.el8	x86_64
python3-libdnf	0	0.63.0	21.el8_10	x86_64
python3-librepo	0	1.14.2	5.el8	x86_64
python3-libs	0	3.6.8	70.el8_10	x86_64
python3-libselinux	0	2.9	10.el8_10	x86_64
python3-libsemanage	0	2.9	12.el8_10	x86_64
python3-libxml2	0	2.9.7	21.el8_10.3	x86_64
python3-linux-procfs	0	0.7.3	1.el8	noarch
python3-nftables	1	1.0.4	7.el8_10	x86_64
python3-perf	0	4.18.0	553.70.1.el8_10	x86_64
python3-pillow	0	5.1.1	21.el8_10	x86_64
python3-pip	0	9.0.3	24.el8	noarch
python3-pip-wheel	0	9.0.3	24.el8	noarch
python3-ply	0	3.9	9.el8	noarch
python3-policycoreutils	0	2.9	26.el8_10	noarch
python3-prettytable	0	0.7.2	14.el8	noarch
python3-pyasn1	0	0.3.7	6.el8	noarch
python3-pyasn1-modules	0	0.3.7	6.el8	noarch
python3-pycparser	0	2.14	14.el8	noarch
python3-pyparsing	0	2.1.10	7.el8	noarch
python3-pysocks	0	1.6.8	3.el8	noarch
python3-pytz	0	2017.2	11.el8	noarch
python3-pyudev	0	0.21.0	7.el8	noarch
python3-pyxdg	0	0.25	16.el8	noarch
python3-pyyaml	0	3.12	12.el8	x86_64
python3-requests	0	2.20.0	6.el8_10	noarch
python3-rpm	0	4.14.3	32.el8_10	x86_64
python3-rpm-generators	0	5	8.el8	noarch
python3-rpm-macros	0	3	45.el8	noarch
python3-s3transfer	0	0.3.4	1.el8	noarch
python3-schedutils	0	0.6	6.el8	x86_64
python3-setools	0	4.3.0	5.el8	x86_64
python3-setuptools	0	39.2.0	9.el8_10	noarch
python3-setuptools-wheel	0	39.2.0	9.el8_10	noarch
python3-six	0	1.11.0	8.el8	noarch
python3-slip	0	0.6.4	13.el8	noarch
python3-slip-dbus	0	0.6.4	13.el8	noarch
python3-sss	0	2.9.4	5.el8_10.2	x86_64
python3-sssdconfig	0	2.9.4	5.el8_10.2	noarch
python3-subscription-manager-rhsm	0	1.28.44	1.el8_10	x86_64
python3-syspurpose	0	1.28.44	1.el8_10	x86_64
python3-systemd	0	234	8.el8	x86_64
python3-unbound	0	1.16.2	5.9.el8_10	x86_64
python3-urllib3	0	1.24.2	8.el8_10	noarch
python3.11	0	3.11.13	1.el8_10	x86_64
python3.11-libs	0	3.11.13	1.el8_10	x86_64
python3.11-pip-wheel	0	22.3.1	5.el8	noarch
python3.11-setuptools-wheel	0	65.5.1	4.el8_10	noarch
python3.11-tkinter	0	3.11.13	1.el8_10	x86_64
python36	0	3.6.8	39.module+el8.10.0+20784+edafcd43	x86_64
python36-devel	0	3.6.8	39.module+el8.10.0+20784+edafcd43	x86_64
python39	0	3.9.20	1.module+el8.10.0+22342+478c159e	x86_64
python39-libs	0	3.9.20	1.module+el8.10.0+22342+478c159e	x86_64
python39-pip	0	20.2.4	9.module+el8.10.0+21329+8d76b841	noarch
python39-pip-wheel	0	20.2.4	9.module+el8.10.0+21329+8d76b841	noarch
python39-setuptools	0	50.3.2	6.module+el8.10.0+22183+c898c0c1	noarch
python39-setuptools-wheel	0	50.3.2	6.module+el8.10.0+22183+c898c0c1	noarch
python39-tkinter	0	3.9.20	1.module+el8.10.0+22342+478c159e	x86_64
qemu-guest-agent	15	6.2.0	53.module+el8.10.0+23081+c18b1ee3.4	x86_64
qpdf	0	7.1.1	10.el8	x86_64
qpdf-libs	0	7.1.1	10.el8	x86_64
qperf	0	0.4.11	3.el8	x86_64
qt5-srpm-macros	0	5.15.3	1.el8	noarch
quota	1	4.04	14.el8	x86_64
quota-nls	1	4.04	14.el8	noarch
rdma-core	0	48.0	1.el8	x86_64
rdma-core-devel	0	48.0	1.el8	x86_64
readline	0	7.0	10.el8	i686
readline	0	7.0	10.el8	x86_64
readline-devel	0	7.0	10.el8	x86_64
redhat-indexhtml	0	8	7.el8	noarch
redhat-logos-httpd	0	810.1	1.el8_10	noarch
redhat-lsb-core	0	4.1	47.el8	x86_64
redhat-lsb-submod-security	0	4.1	47.el8	x86_64
redhat-release	0	8.10	0.3.el8	x86_64
redhat-release-eula	0	8.10	0.3.el8	x86_64
redhat-rpm-config	0	131	1.el8	noarch
rest	0	0.8.1	2.el8	x86_64
rng-tools	0	6.16	1.el8	x86_64
rootfiles	0	8.1	22.el8	noarch
rpcbind	0	1.2.5	10.el8	x86_64
rpm	0	4.14.3	32.el8_10	x86_64
rpm-build	0	4.14.3	32.el8_10	x86_64
rpm-build-libs	0	4.14.3	32.el8_10	x86_64
rpm-devel	0	4.14.3	32.el8_10	x86_64
rpm-libs	0	4.14.3	32.el8_10	x86_64
rpm-plugin-selinux	0	4.14.3	32.el8_10	x86_64
rpm-plugin-systemd-inhibit	0	4.14.3	32.el8_10	x86_64
rpm-sign	0	4.14.3	32.el8_10	x86_64
rsync	0	3.1.3	23.el8_10	x86_64
rsyslog	0	8.2102.0	15.el8_10.1	x86_64
ruby	0	2.5.9	114.module+el8.10.0+23088+750dc6ca	x86_64
ruby-devel	0	2.5.9	114.module+el8.10.0+23088+750dc6ca	x86_64
ruby-irb	0	2.5.9	114.module+el8.10.0+23088+750dc6ca	noarch
ruby-libs	0	2.5.9	114.module+el8.10.0+23088+750dc6ca	x86_64
rubygem-bigdecimal	0	1.3.4	114.module+el8.10.0+23088+750dc6ca	x86_64
rubygem-did_you_mean	0	1.2.0	114.module+el8.10.0+23088+750dc6ca	noarch
rubygem-io-console	0	0.4.6	114.module+el8.10.0+23088+750dc6ca	x86_64
rubygem-json	0	2.1.0	114.module+el8.10.0+23088+750dc6ca	x86_64
rubygem-openssl	0	2.1.2	114.module+el8.10.0+23088+750dc6ca	x86_64
rubygem-psych	0	3.0.2	114.module+el8.10.0+23088+750dc6ca	x86_64
rubygem-rdoc	0	6.0.1.1	114.module+el8.10.0+23088+750dc6ca	noarch
rubygems	0	2.7.6.3	114.module+el8.10.0+23088+750dc6ca	noarch
runc	1	1.1.12	6.module+el8.10.0+23320+f7205097	x86_64
rust-srpm-macros	0	5	2.el8	noarch
samba-client-libs	0	4.19.4	9.el8_10	x86_64
samba-common	0	4.19.4	9.el8_10	noarch
samba-common-libs	0	4.19.4	9.el8_10	x86_64
sdparm	0	1.12	57_cm9.2	x86_64
sed	0	4.5	5.el8	x86_64
selinux-policy	0	3.14.3	139.el8_10.1	noarch
selinux-policy-targeted	0	3.14.3	139.el8_10.1	noarch
setserial	0	2.17	45.el8	x86_64
setup	0	2.12.2	9.el8	noarch
sg3_utils	0	1.44	6.el8	x86_64
sg3_utils-libs	0	1.44	6.el8	x86_64
sgml-common	0	0.6.3	50.el8	noarch
sgpio	0	1.2.0.10	23.el8	x86_64
shadow-utils	2	4.6	22.el8	x86_64
shadow-utils-subid	2	4.6	22.el8	x86_64
shared-mime-info	0	1.9	4.el8	x86_64
shim-x64	0	15.8	4.el8_9	x86_64
shorewall	0	5.2.8	155_cm9.2	noarch
slang	0	2.3.2	3.el8	x86_64
slirp4netns	0	1.2.3	1.module+el8.10.0+23320+f7205097	x86_64
slurm24.05-client	0	24.05.8	100769_cm9.2_6e2d101041	x86_64
smartmontools	1	7.1	3.el8	x86_64
snappy	0	1.1.8	3.el8	x86_64
source-highlight	0	3.1.8	18.el8_10	x86_64
spax	0	1.5.3	13.el8	x86_64
sqlite	0	3.26.0	20.el8_10	x86_64
sqlite-devel	0	3.26.0	20.el8_10	x86_64
sqlite-libs	0	3.26.0	20.el8_10	x86_64
squashfs-tools	0	4.3	21.el8	x86_64
squashfuse	0	0.1.104	1.el8	x86_64
squashfuse-libs	0	0.1.104	1.el8	x86_64
srvadmin-argtable2	0	10.0.1	4434.17782.el8	x86_64
srvadmin-cm	0	10.0.1	20.09.00	x86_64
srvadmin-deng	0	10.0.1	4434.17782.el8	x86_64
srvadmin-deng-snmp	0	10.0.1	4434.17782.el8	x86_64
srvadmin-hapi	0	10.0.1	4434.17782.el8	x86_64
srvadmin-idracadm7	0	10.0.1	4434.17782.el8	x86_64
srvadmin-isvc	0	10.0.1	4434.17782.el8	x86_64
srvadmin-isvc-snmp	0	10.0.1	4434.17782.el8	x86_64
srvadmin-itunnelprovider	0	10.0.1	4434.17782.el8	x86_64
srvadmin-jre	0	10.0.1	4434.17782.el8	x86_64
srvadmin-marvellib	0	10.0.1	4434.17782.el8	x86_64
srvadmin-nvme	0	10.0.1	4434.17782.el8	x86_64
srvadmin-omacore	0	10.0.1	4434.17782.el8	x86_64
srvadmin-omacs	0	10.0.1	4434.17782.el8	x86_64
srvadmin-omaksmig	0	10.0.1	4434.17782.el8	x86_64
srvadmin-omcommon	0	10.0.1	4434.17782.el8	x86_64
srvadmin-omilcore	0	10.0.1	4434.17782.el8	x86_64
srvadmin-ominst	0	10.0.1	4434.17782.el8	x86_64
srvadmin-oslog	0	10.0.1	4434.17782.el8	x86_64
srvadmin-realssd	0	10.0.1	4434.17782.el8	x86_64
srvadmin-selinux	0	10.0.1	4434.17782.el8	x86_64
srvadmin-smcommon	0	10.0.1	4434.17782.el8	x86_64
srvadmin-smweb	0	10.0.1	4434.17782.el8	x86_64
srvadmin-storage	0	10.0.1	4434.17782.el8	x86_64
srvadmin-storage-cli	0	10.0.1	4434.17782.el8	x86_64
srvadmin-storage-snmp	0	10.0.1	4434.17782.el8	x86_64
srvadmin-storelib	0	10.0.1	4434.17782.el8	x86_64
srvadmin-storelib-sysfs	0	10.0.1	4434.17782.el8	x86_64
srvadmin-sysfsutils	0	10.0.1	4434.17782.el8	x86_64
srvadmin-tomcat	0	10.0.1	4434.17782.el8	x86_64
srvadmin-xmlsup	0	10.0.1	4434.17782.el8	x86_64
sshpass	0	1.10	34_cm9.2	x86_64
sssd	0	2.9.4	5.el8_10.2	x86_64
sssd-ad	0	2.9.4	5.el8_10.2	x86_64
sssd-client	0	2.9.4	5.el8_10.2	x86_64
sssd-common	0	2.9.4	5.el8_10.2	x86_64
sssd-common-pac	0	2.9.4	5.el8_10.2	x86_64
sssd-dbus	0	2.9.4	5.el8_10.2	x86_64
sssd-ipa	0	2.9.4	5.el8_10.2	x86_64
sssd-kcm	0	2.9.4	5.el8_10.2	x86_64
sssd-krb5	0	2.9.4	5.el8_10.2	x86_64
sssd-krb5-common	0	2.9.4	5.el8_10.2	x86_64
sssd-ldap	0	2.9.4	5.el8_10.2	x86_64
sssd-nfs-idmap	0	2.9.4	5.el8_10.2	x86_64
sssd-proxy	0	2.9.4	5.el8_10.2	x86_64
sssd-tools	0	2.9.4	5.el8_10.2	x86_64
strace	0	5.18	2.1.el8_10	x86_64
stress-ng	0	0.15.00	1.el8	x86_64
subscription-manager	0	1.28.44	1.el8_10	x86_64
subscription-manager-rhsm-certificates	0	20220623	1.el8	noarch
sudo	0	1.9.5p2	1.el8_10.1	x86_64
sysfsutils	0	2.1.0	25.el8	x86_64
sysstat	0	11.7.3	13.el8_10	x86_64
systemd	0	239	82.el8_10.5	x86_64
systemd-libs	0	239	82.el8_10.5	x86_64
systemd-pam	0	239	82.el8_10.5	x86_64
systemd-udev	0	239	82.el8_10.5	x86_64
systemtap	0	4.9	3.el8	x86_64
systemtap-client	0	4.9	3.el8	x86_64
systemtap-devel	0	4.9	3.el8	x86_64
systemtap-runtime	0	4.9	3.el8	x86_64
systemtap-sdt-devel	0	4.9	3.el8	x86_64
tar	2	1.30	10.el8_10	x86_64
tcl	1	8.6.8	2.el8	x86_64
tcpdump	14	4.9.3	5.el8	x86_64
tcsh	0	6.20.00	15.el8	x86_64
teamd	0	1.31	4.el8	x86_64
texinfo	0	6.5	6.el8	x86_64
time	0	1.9	3.el8	x86_64
timedatex	0	0.5	3.el8	x86_64
tk	1	8.6.8	1.el8	x86_64
tmux	0	2.7	3.el8	x86_64
tpm2-tss	0	2.3.2	6.el8	x86_64
traceroute	3	2.1.0	9.el8_10	x86_64
trousers	0	0.3.15	2.el8	x86_64
trousers-lib	0	0.3.15	2.el8	x86_64
ttmkfdir	0	3.0.9	54.el8	x86_64
tuned	0	2.22.1	6.el8_10	noarch
tzdata	0	2025b	1.el8	noarch
tzdata-java	0	2025b	1.el8	noarch
udisks2	0	2.9.0	16.el8	x86_64
unbound-libs	0	1.16.2	5.9.el8_10	x86_64
unixODBC	0	2.3.7	1.el8	x86_64
unzip	0	6.0	48.el8_10	x86_64
urw-base35-bookman-fonts	0	20170801	10.el8	noarch
urw-base35-c059-fonts	0	20170801	10.el8	noarch
urw-base35-d050000l-fonts	0	20170801	10.el8	noarch
urw-base35-fonts	0	20170801	10.el8	noarch
urw-base35-fonts-common	0	20170801	10.el8	noarch
urw-base35-gothic-fonts	0	20170801	10.el8	noarch
urw-base35-nimbus-mono-ps-fonts	0	20170801	10.el8	noarch
urw-base35-nimbus-roman-fonts	0	20170801	10.el8	noarch
urw-base35-nimbus-sans-fonts	0	20170801	10.el8	noarch
urw-base35-p052-fonts	0	20170801	10.el8	noarch
urw-base35-standard-symbols-ps-fonts	0	20170801	10.el8	noarch
urw-base35-z003-fonts	0	20170801	10.el8	noarch
usbutils	0	010	3.el8	x86_64
usermode	0	1.113	2.el8	x86_64
util-linux	0	2.32.1	46.el8	x86_64
util-linux-user	0	2.32.1	46.el8	x86_64
uuid	0	1.6.2	43.el8	x86_64
valgrind	1	3.22.0	3.el8_10	x86_64
valgrind-devel	1	3.22.0	3.el8_10	x86_64
valgrind-docs	1	3.22.0	3.el8_10	x86_64
valgrind-gdb	1	3.22.0	3.el8_10	x86_64
valgrind-scripts	1	3.22.0	3.el8_10	x86_64
vim-common	2	8.0.1763	19.el8_6.4	x86_64
vim-enhanced	2	8.0.1763	19.el8_6.4	x86_64
vim-filesystem	2	8.0.1763	19.el8_6.4	noarch
vim-minimal	2	8.0.1763	19.el8_6.4	x86_64
virt-what	0	1.25	4.el8	x86_64
volume_key-libs	0	0.3.11	6.el8	x86_64
wget	0	1.19.5	12.el8_10	x86_64
which	0	2.21	20.el8	x86_64
xcb-util	0	0.4.0	10.el8	x86_64
xfsprogs	0	5.0.0	12.el8	x86_64
xkeyboard-config	0	2.28	1.el8	noarch
xml-common	0	0.6.3	50.el8	noarch
xmlsec1	0	1.2.25	8.el8_10	x86_64
xmlsec1-openssl	0	1.2.25	8.el8_10	x86_64
xorg-x11-drv-fbdev	0	0.5.0	2.el8	x86_64
xorg-x11-drv-libinput	0	0.29.0	1.el8	x86_64
xorg-x11-drv-vesa	0	2.4.0	3.el8	x86_64
xorg-x11-font-utils	1	7.5	41.el8	x86_64
xorg-x11-fonts-ISO8859-1-100dpi	0	7.5	19.el8	noarch
xorg-x11-fonts-Type1	0	7.5	19.el8	noarch
xorg-x11-fonts-misc	0	7.5	19.el8	noarch
xorg-x11-proto-devel	0	2020.1	3.el8	noarch
xorg-x11-server-Xorg	0	1.20.11	26.el8_10	x86_64
xorg-x11-server-Xvfb	0	1.20.11	27.el8_10	x86_64
xorg-x11-server-common	0	1.20.11	27.el8_10	x86_64
xorg-x11-server-utils	0	7.7	27.el8	x86_64
xorg-x11-xauth	1	1.0.9	12.el8	x86_64
xorg-x11-xbitmaps	0	1.1.1	13.el8	noarch
xorg-x11-xinit	0	1.3.4	18.el8	x86_64
xorg-x11-xkb-utils	0	7.7	28.el8	x86_64
xterm	0	331	2.el8	x86_64
xterm-resize	0	331	2.el8	x86_64
xz	0	5.2.4	4.el8_6	x86_64
xz-devel	0	5.2.4	4.el8_6	x86_64
xz-libs	0	5.2.4	4.el8_6	i686
xz-libs	0	5.2.4	4.el8_6	x86_64
yum	0	4.7.0	21.el8_10	noarch
yum-utils	0	4.0.21	25.el8	noarch
zabbix-agent	0	4.0.19	1.el8	x86_64
zabbix-sender	0	4.0.19	1.el8	x86_64
zip	0	3.0	23.el8	x86_64
zlib	0	1.2.11	25.el8	i686
zlib	0	1.2.11	25.el8	x86_64
zlib-devel	0	1.2.11	25.el8	x86_64
zstd	0	1.4.4	1.el8	x86_64
