parent	dependency	dependency_type
lfe	digest	Suggests
lfe	igraph	Suggests
lfe	plm	Suggests
lfe	cubature	Suggests
lfe	numDeriv	Suggests
lfe	data.table	Suggests
lfe	alpaca	Suggests
lhs	Rcpp	Imports
lhs	Rcpp	LinkingTo
lhs	testthat	Suggests
lhs	DoE.base	Suggests
lhs	knitr	Suggests
lhs	rmarkdown	Suggests
lifecycle	cli	Imports
lifecycle	rlang	Imports
lifecycle	covr	Suggests
lifecycle	knitr	Suggests
lifecycle	lintr	Suggests
lifecycle	rmarkdown	Suggests
lifecycle	testthat	Suggests
lifecycle	tibble	Suggests
lifecycle	tidyverse	Suggests
lifecycle	tools	Suggests
lifecycle	vctrs	Suggests
lifecycle	withr	Suggests
lifecycle	xml2	Suggests
limma	grDevices	Imports
limma	graphics	Imports
limma	stats	Imports
limma	utils	Imports
limma	methods	Imports
limma	statmod	Imports
limma	BiasedUrn	Suggests
limma	ellipse	Suggests
limma	gplots	Suggests
limma	knitr	Suggests
limma	locfit	Suggests
limma	MASS	Suggests
limma	splines	Suggests
limma	affy	Suggests
limma	AnnotationDbi	Suggests
limma	Biobase	Suggests
limma	BiocStyle	Suggests
limma	GO.db	Suggests
limma	illuminaio	Suggests
limma	org.Hs.eg.db	Suggests
limma	vsn	Suggests
lintr	backports	Imports
lintr	cli	Imports
lintr	codetools	Imports
lintr	digest	Imports
lintr	glue	Imports
lintr	knitr	Imports
lintr	rex	Imports
lintr	stats	Imports
lintr	utils	Imports
lintr	xml2	Imports
lintr	xmlparsedata	Imports
lintr	bookdown	Suggests
lintr	cyclocomp	Suggests
lintr	jsonlite	Suggests
lintr	patrick	Suggests
lintr	rlang	Suggests
lintr	rmarkdown	Suggests
lintr	rstudioapi	Suggests
lintr	testthat	Suggests
lintr	tibble	Suggests
lintr	tufte	Suggests
lintr	withr	Suggests
lintr	data.table	Enhances
listenv	R.utils	Suggests
listenv	R.rsp	Suggests
listenv	markdown	Suggests
litedown	utils	Imports
litedown	commonmark	Imports
litedown	xfun	Imports
litedown	rbibutils	Suggests
litedown	rstudioapi	Suggests
litedown	testit	Suggests
litedown	tinyimg	Suggests
litedown	tinytex	Suggests
littler	simplermarkdown	Suggests
littler	docopt	Suggests
littler	rcmdcheck	Suggests
littler	whoami	Suggests
lm.beta	xtable	Imports
lm.beta	knitr	Suggests
lme4	Matrix	Depends
lme4	methods	Depends
lme4	stats	Depends
lme4	MASS	Imports
lme4	Rdpack	Imports
lme4	boot	Imports
lme4	graphics	Imports
lme4	grid	Imports
lme4	lattice	Imports
lme4	minqa	Imports
lme4	nlme	Imports
lme4	nloptr	Imports
lme4	parallel	Imports
lme4	reformulas	Imports
lme4	rlang	Imports
lme4	splines	Imports
lme4	utils	Imports
lme4	Matrix	LinkingTo
lme4	Rcpp	LinkingTo
lme4	RcppEigen	LinkingTo
lme4	HSAUR3	Suggests
lme4	MEMSS	Suggests
lme4	car	Suggests
lme4	dfoptim	Suggests
lme4	gamm4	Suggests
lme4	ggplot2	Suggests
lme4	glmmTMB	Suggests
lme4	knitr	Suggests
lme4	merDeriv	Suggests
lme4	mgcv	Suggests
lme4	mlmRev	Suggests
lme4	numDeriv	Suggests
lme4	optimx	Suggests
lme4	pbkrtest	Suggests
lme4	rmarkdown	Suggests
lme4	rr2	Suggests
lme4	semEff	Suggests
lme4	statmod	Suggests
lme4	testthat	Suggests
lme4	tibble	Suggests
lme4	DHARMa	Enhances
lme4	performance	Enhances
lmerTest	lme4	Depends
lmerTest	stats	Depends
lmerTest	methods	Depends
lmerTest	numDeriv	Imports
lmerTest	MASS	Imports
lmerTest	ggplot2	Imports
lmerTest	reformulas	Imports
lmerTest	pbkrtest	Suggests
lmerTest	tools	Suggests
lmtest	stats	Depends
lmtest	zoo	Depends
lmtest	graphics	Imports
lmtest	car	Suggests
lmtest	strucchange	Suggests
lmtest	sandwich	Suggests
lmtest	dynlm	Suggests
lmtest	stats4	Suggests
lmtest	survival	Suggests
lmtest	AER	Suggests
locfit	lattice	Imports
locfit	interp	Suggests
locfit	gam	Suggests
lsmeans	emmeans	Depends
lsmeans	methods	Depends
lubridate	methods	Depends
lubridate	generics	Imports
lubridate	timechange	Imports
lubridate	covr	Suggests
lubridate	knitr	Suggests
lubridate	rmarkdown	Suggests
lubridate	testthat	Suggests
lubridate	vctrs	Suggests
lubridate	chron	Enhances
lubridate	data.table	Enhances
lubridate	timeDate	Enhances
lubridate	tis	Enhances
lubridate	zoo	Enhances
magrittr	covr	Suggests
magrittr	knitr	Suggests
magrittr	rlang	Suggests
magrittr	rmarkdown	Suggests
magrittr	testthat	Suggests
maps	graphics	Imports
maps	utils	Imports
maps	mapproj	Suggests
maps	mapdata	Suggests
maps	sp	Suggests
maps	rnaturalearth	Suggests
marginaleffects	backports	Imports
marginaleffects	checkmate	Imports
marginaleffects	data.table	Imports
marginaleffects	generics	Imports
marginaleffects	Formula	Imports
marginaleffects	insight	Imports
marginaleffects	methods	Imports
marginaleffects	rlang	Imports
marginaleffects	AER	Suggests
marginaleffects	Amelia	Suggests
marginaleffects	afex	Suggests
marginaleffects	aod	Suggests
marginaleffects	arrow	Suggests
marginaleffects	bayestestR	Suggests
marginaleffects	bench	Suggests
marginaleffects	betareg	Suggests
marginaleffects	BH	Suggests
marginaleffects	bife	Suggests
marginaleffects	biglm	Suggests
marginaleffects	blme	Suggests
marginaleffects	boot	Suggests
marginaleffects	brglm2	Suggests
marginaleffects	brms	Suggests
marginaleffects	brmsmargins	Suggests
marginaleffects	broom	Suggests
marginaleffects	car	Suggests
marginaleffects	carData	Suggests
marginaleffects	causaldata	Suggests
marginaleffects	clarify	Suggests
marginaleffects	cjoint	Suggests
marginaleffects	cobalt	Suggests
marginaleffects	collapse	Suggests
marginaleffects	conflicted	Suggests
marginaleffects	countrycode	Suggests
marginaleffects	covr	Suggests
marginaleffects	crch	Suggests
marginaleffects	DALEXtra	Suggests
marginaleffects	DCchoice	Suggests
marginaleffects	dbarts	Suggests
marginaleffects	DirichletReg	Suggests
marginaleffects	distributional	Suggests
marginaleffects	dfidx	Suggests
marginaleffects	dplyr	Suggests
marginaleffects	emmeans	Suggests
marginaleffects	equivalence	Suggests
marginaleffects	estimatr	Suggests
marginaleffects	fixest	Suggests
marginaleffects	flexsurv	Suggests
marginaleffects	fmeffects	Suggests
marginaleffects	fontquiver	Suggests
marginaleffects	future	Suggests
marginaleffects	future.apply	Suggests
marginaleffects	fwb	Suggests
marginaleffects	gam	Suggests
marginaleffects	gamlss	Suggests
marginaleffects	gamlss.dist	Suggests
marginaleffects	geepack	Suggests
marginaleffects	ggdist	Suggests
marginaleffects	ggokabeito	Suggests
marginaleffects	ggplot2	Suggests
marginaleffects	ggrepel	Suggests
marginaleffects	glmmTMB	Suggests
marginaleffects	glmtoolbox	Suggests
marginaleffects	glmx	Suggests
marginaleffects	haven	Suggests
marginaleffects	here	Suggests
marginaleffects	itsadug	Suggests
marginaleffects	ivreg	Suggests
marginaleffects	kableExtra	Suggests
marginaleffects	lme4	Suggests
marginaleffects	lmerTest	Suggests
marginaleffects	logistf	Suggests
marginaleffects	magrittr	Suggests
marginaleffects	margins	Suggests
marginaleffects	MatchIt	Suggests
marginaleffects	MASS	Suggests
marginaleffects	mclogit	Suggests
marginaleffects	MCMCglmm	Suggests
marginaleffects	mhurdle	Suggests
marginaleffects	missRanger	Suggests
marginaleffects	mgcv	Suggests
marginaleffects	mice	Suggests
marginaleffects	miceadds	Suggests
marginaleffects	mlogit	Suggests
marginaleffects	mlr3verse	Suggests
marginaleffects	modelbased	Suggests
marginaleffects	modelsummary	Suggests
marginaleffects	multcomp	Suggests
marginaleffects	mvgam	Suggests
marginaleffects	mvtnorm	Suggests
marginaleffects	nanoparquet	Suggests
marginaleffects	nlme	Suggests
marginaleffects	nnet	Suggests
marginaleffects	numDeriv	Suggests
marginaleffects	nycflights13	Suggests
marginaleffects	optmatch	Suggests
marginaleffects	ordbetareg	Suggests
marginaleffects	ordinal	Suggests
marginaleffects	parameters	Suggests
marginaleffects	parsnip	Suggests
marginaleffects	partykit	Suggests
marginaleffects	patchwork	Suggests
marginaleffects	pkgdown	Suggests
marginaleffects	phylolm	Suggests
marginaleffects	pbapply	Suggests
marginaleffects	plm	Suggests
marginaleffects	polspline	Suggests
marginaleffects	posterior	Suggests
marginaleffects	probably	Suggests
marginaleffects	pscl	Suggests
marginaleffects	purrr	Suggests
marginaleffects	quantreg	Suggests
marginaleffects	quantregForest	Suggests
marginaleffects	Rchoice	Suggests
marginaleffects	REndo	Suggests
marginaleffects	rcmdcheck	Suggests
marginaleffects	Rdatasets	Suggests
marginaleffects	remotes	Suggests
marginaleffects	reticulate	Suggests
marginaleffects	rmarkdown	Suggests
marginaleffects	rms	Suggests
marginaleffects	robust	Suggests
marginaleffects	robustbase	Suggests
marginaleffects	robustlmm	Suggests
marginaleffects	rsample	Suggests
marginaleffects	rstanarm	Suggests
marginaleffects	rstantools	Suggests
marginaleffects	rstpm2	Suggests
marginaleffects	rstudioapi	Suggests
marginaleffects	rsvg	Suggests
marginaleffects	sampleSelection	Suggests
marginaleffects	sandwich	Suggests
marginaleffects	scam	Suggests
marginaleffects	spelling	Suggests
marginaleffects	speedglm	Suggests
marginaleffects	splines	Suggests
marginaleffects	survey	Suggests
marginaleffects	survival	Suggests
marginaleffects	svglite	Suggests
marginaleffects	systemfit	Suggests
marginaleffects	systemfonts	Suggests
marginaleffects	tibble	Suggests
marginaleffects	tictoc	Suggests
marginaleffects	tidymodels	Suggests
marginaleffects	tidyr	Suggests
marginaleffects	tidyverse	Suggests
marginaleffects	tinysnapshot	Suggests
marginaleffects	tinytable	Suggests
marginaleffects	tinytest	Suggests
marginaleffects	titanic	Suggests
marginaleffects	truncreg	Suggests
marginaleffects	tsModel	Suggests
marginaleffects	withr	Suggests
marginaleffects	workflows	Suggests
marginaleffects	yaml	Suggests
marginaleffects	xgboost	Suggests
marginaleffects	altdoc	Suggests
marginaleffects	knitr	Suggests
marginaleffects	quarto	Suggests
margins	utils	Imports
margins	stats	Imports
margins	prediction	Imports
margins	data.table	Imports
margins	graphics	Imports
margins	grDevices	Imports
margins	MASS	Imports
margins	methods	Suggests
margins	knitr	Suggests
margins	rmarkdown	Suggests
margins	testthat	Suggests
margins	ggplot2	Suggests
margins	gapminder	Suggests
margins	sandwich	Suggests
margins	stargazer	Suggests
margins	lme4	Suggests
margins	AER	Enhances
margins	betareg	Enhances
margins	nnet	Enhances
margins	ordinal	Enhances
margins	survey	Enhances
markdown	utils	Imports
markdown	xfun	Imports
markdown	litedown	Imports
markdown	knitr	Suggests
markdown	rmarkdown	Suggests
markdown	yaml	Suggests
markdown	RCurl	Suggests
MASS	grDevices	Depends
MASS	graphics	Depends
MASS	stats	Depends
MASS	utils	Depends
MASS	methods	Imports
MASS	lattice	Suggests
MASS	nlme	Suggests
MASS	nnet	Suggests
MASS	survival	Suggests
Matrix	methods	Depends
Matrix	grDevices	Imports
Matrix	graphics	Imports
Matrix	grid	Imports
Matrix	lattice	Imports
Matrix	stats	Imports
Matrix	utils	Imports
Matrix	MASS	Suggests
Matrix	datasets	Suggests
Matrix	sfsmisc	Suggests
Matrix	tools	Suggests
Matrix	SparseM	Enhances
Matrix	graph	Enhances
MatrixGenerics	matrixStats	Depends
MatrixGenerics	methods	Imports
MatrixGenerics	Matrix	Suggests
MatrixGenerics	sparseMatrixStats	Suggests
MatrixGenerics	SparseArray	Suggests
MatrixGenerics	DelayedArray	Suggests
MatrixGenerics	DelayedMatrixStats	Suggests
MatrixGenerics	SummarizedExperiment	Suggests
MatrixGenerics	testthat	Suggests
MatrixModels	stats	Imports
MatrixModels	methods	Imports
MatrixModels	Matrix	Imports
matrixStats	utils	Suggests
matrixStats	base64enc	Suggests
matrixStats	ggplot2	Suggests
matrixStats	knitr	Suggests
matrixStats	markdown	Suggests
matrixStats	microbenchmark	Suggests
matrixStats	R.devices	Suggests
matrixStats	R.rsp	Suggests
maxLik	miscTools	Depends
maxLik	methods	Depends
maxLik	sandwich	Imports
maxLik	generics	Imports
maxLik	MASS	Suggests
maxLik	clue	Suggests
maxLik	dlm	Suggests
maxLik	plot3D	Suggests
maxLik	tibble	Suggests
maxLik	tinytest	Suggests
mc2d	mvtnorm	Depends
mc2d	stats	Imports
mc2d	grDevices	Imports
mc2d	graphics	Imports
mc2d	utils	Imports
mc2d	ggplot2	Imports
mc2d	ggpubr	Imports
mc2d	fitdistrplus	Suggests
mc2d	survival	Suggests
mc2d	testthat	Suggests
mc2d	knitr	Suggests
mc2d	rmarkdown	Suggests
mclust	stats	Imports
mclust	utils	Imports
mclust	graphics	Imports
mclust	grDevices	Imports
mclust	knitr	Suggests
mclust	rmarkdown	Suggests
mclust	mix	Suggests
mclust	geometry	Suggests
mclust	MASS	Suggests
mcmc	stats	Imports
mcmc	xtable	Suggests
mcmc	Iso	Suggests
MCMCpack	coda	Depends
MCMCpack	MASS	Depends
MCMCpack	stats	Depends
MCMCpack	graphics	Imports
MCMCpack	grDevices	Imports
MCMCpack	lattice	Imports
MCMCpack	methods	Imports
MCMCpack	utils	Imports
MCMCpack	mcmc	Imports
MCMCpack	quantreg	Imports
mediation	MASS	Depends
mediation	Matrix	Depends
mediation	mvtnorm	Depends
mediation	sandwich	Depends
mediation	lpSolve	Imports
mediation	Hmisc	Imports
mediation	lme4	Imports
mediation	stats	Imports
mediation	graphics	Imports
mediation	grDevices	Imports
mediation	utils	Imports
mediation	boot	Imports
mediation	mgcv	Suggests
mediation	quantreg	Suggests
mediation	VGAM	Suggests
mediation	SuppDists	Suggests
mediation	survival	Suggests
mediation	parallel	Suggests
mediation	testthat	Suggests
mediation	speedglm	Suggests
metadat	utils	Imports
metadat	tools	Imports
metadat	mathjaxr	Imports
metadat	metafor	Suggests
metadat	numDeriv	Suggests
metadat	BiasedUrn	Suggests
metadat	dfoptim	Suggests
metadat	igraph	Suggests
metadat	ape	Suggests
metadat	testthat	Suggests
metadat	digest	Suggests
metadat	lme4	Suggests
metadat	clubSandwich	Suggests
metadat	meta	Suggests
metadat	netmeta	Suggests
metadat	mvtnorm	Suggests
metadat	gridExtra	Suggests
metadat	rms	Suggests
metadat	bayesmeta	Suggests
metadat	ellipse	Suggests
metadat	metasens	Suggests
metadat	mada	Suggests
metafor	methods	Depends
metafor	Matrix	Depends
metafor	metadat	Depends
metafor	numDeriv	Depends
metafor	stats	Imports
metafor	utils	Imports
metafor	graphics	Imports
metafor	grDevices	Imports
metafor	nlme	Imports
metafor	mathjaxr	Imports
metafor	pbapply	Imports
metafor	digest	Imports
metafor	lme4	Suggests
metafor	pracma	Suggests
metafor	minqa	Suggests
metafor	nloptr	Suggests
metafor	dfoptim	Suggests
metafor	ucminf	Suggests
metafor	lbfgsb3c	Suggests
metafor	subplex	Suggests
metafor	BB	Suggests
metafor	Rsolnp	Suggests
metafor	alabama	Suggests
metafor	optimParallel	Suggests
metafor	optimx	Suggests
metafor	CompQuadForm	Suggests
metafor	mvtnorm	Suggests
metafor	BiasedUrn	Suggests
metafor	Epi	Suggests
metafor	survival	Suggests
metafor	GLMMadaptive	Suggests
metafor	glmmTMB	Suggests
metafor	car	Suggests
metafor	multcomp	Suggests
metafor	gsl	Suggests
metafor	sp	Suggests
metafor	ape	Suggests
metafor	boot	Suggests
metafor	clubSandwich	Suggests
metafor	crayon	Suggests
metafor	R.rsp	Suggests
metafor	testthat	Suggests
metafor	rmarkdown	Suggests
metafor	wildmeta	Suggests
metafor	emmeans	Suggests
metafor	estmeansd	Suggests
metafor	metaBLUE	Suggests
metafor	rstudioapi	Suggests
metafor	glmulti	Suggests
metafor	MuMIn	Suggests
metafor	mice	Suggests
metafor	Amelia	Suggests
metafor	calculus	Suggests
metapod	Rcpp	Imports
metapod	Rcpp	LinkingTo
metapod	testthat	Suggests
metapod	knitr	Suggests
metapod	BiocStyle	Suggests
metapod	rmarkdown	Suggests
mfx	stats	Depends
mfx	sandwich	Depends
mfx	lmtest	Depends
mfx	MASS	Depends
mfx	betareg	Depends
mgcv	nlme	Depends
mgcv	methods	Imports
mgcv	stats	Imports
mgcv	graphics	Imports
mgcv	Matrix	Imports
mgcv	splines	Imports
mgcv	utils	Imports
mgcv	parallel	Suggests
mgcv	survival	Suggests
mgcv	MASS	Suggests
microbenchmark	graphics	Imports
microbenchmark	stats	Imports
microbenchmark	ggplot2	Suggests
microbenchmark	multcomp	Suggests
microbenchmark	RUnit	Suggests
micsr	Formula	Imports
micsr	Rdpack	Imports
micsr	sandwich	Imports
micsr	generics	Imports
micsr	numDeriv	Imports
micsr	survival	Imports
micsr	Rcpp	Imports
micsr	CompQuadForm	Imports
micsr	dfidx	Imports
micsr	Rcpp	LinkingTo
micsr	quarto	Suggests
micsr	AER	Suggests
micsr	censReg	Suggests
micsr	sampleSelection	Suggests
micsr	mlogit	Suggests
micsr	MASS	Suggests
micsr	lmtest	Suggests
micsr	tinytest	Suggests
micsr	ggplot2	Suggests
micsr	modelsummary	Suggests
mime	tools	Imports
minioclient	fs	Imports
minioclient	glue	Imports
minioclient	tools	Imports
minioclient	utils	Imports
minioclient	processx	Imports
minioclient	jsonlite	Imports
minioclient	spelling	Suggests
minioclient	testthat	Suggests
minioclient	curl	Suggests
miniUI	shiny	Imports
miniUI	htmltools	Imports
miniUI	utils	Imports
minqa	Rcpp	Imports
minqa	Rcpp	LinkingTo
miscTools	digest	Imports
miscTools	Ecdat	Suggests
mitools	DBI	Imports
mitools	methods	Imports
mitools	stats	Imports
mitools	RODBC	Suggests
mitools	foreign	Suggests
mixtools	kernlab	Imports
mixtools	MASS	Imports
mixtools	plotly	Imports
mixtools	scales	Imports
mixtools	segmented	Imports
mixtools	stats	Imports
mixtools	survival	Imports
mlogit	Formula	Imports
mlogit	lmtest	Imports
mlogit	Rdpack	Imports
mlogit	dfidx	Imports
mlogit	micsr	Imports
mlogit	numDeriv	Imports
mlogit	knitr	Suggests
mlogit	car	Suggests
mlogit	nnet	Suggests
mlogit	lattice	Suggests
mlogit	AER	Suggests
mlogit	ggplot2	Suggests
mlogit	quarto	Suggests
mlogit	dplyr	Suggests
mockery	testthat	Imports
mockery	knitr	Suggests
mockery	R6	Suggests
mockery	rmarkdown	Suggests
modeldata	cli	Imports
modeldata	dplyr	Imports
modeldata	MASS	Imports
modeldata	purrr	Imports
modeldata	rlang	Imports
modeldata	tibble	Imports
modeldata	covr	Suggests
modeldata	ggplot2	Suggests
modeldata	testthat	Suggests
ModelMetrics	Rcpp	Imports
ModelMetrics	data.table	Imports
ModelMetrics	Rcpp	LinkingTo
ModelMetrics	testthat	Suggests
modelr	broom	Imports
modelr	magrittr	Imports
modelr	purrr	Imports
modelr	rlang	Imports
modelr	tibble	Imports
modelr	tidyr	Imports
modelr	tidyselect	Imports
modelr	vctrs	Imports
modelr	compiler	Suggests
modelr	covr	Suggests
modelr	ggplot2	Suggests
modelr	testthat	Suggests
modeltests	dplyr	Imports
modeltests	generics	Imports
modeltests	purrr	Imports
modeltests	testthat	Imports
modeltests	tibble	Imports
modeltests	covr	Suggests
modeltools	stats	Depends
modeltools	stats4	Depends
modeltools	methods	Imports
monocle3	Biobase	Depends
monocle3	SingleCellExperiment	Depends
monocle3	assertthat	Imports
monocle3	batchelor	Imports
monocle3	BiocGenerics	Imports
monocle3	BiocParallel	Imports
monocle3	BPCells	Imports
monocle3	DelayedArray	Imports
monocle3	DelayedMatrixStats	Imports
monocle3	digest	Imports
monocle3	dplyr	Imports
monocle3	future	Imports
monocle3	ggdist	Imports
monocle3	ggforce	Imports
monocle3	ggplot2	Imports
monocle3	ggrastr	Imports
monocle3	ggrepel	Imports
monocle3	HDF5Array	Imports
monocle3	igraph	Imports
monocle3	irlba	Imports
monocle3	leidenbase	Imports
monocle3	limma	Imports
monocle3	lme4	Imports
monocle3	lmtest	Imports
monocle3	MASS	Imports
monocle3	Matrix	Imports
monocle3	methods	Imports
monocle3	openssl	Imports
monocle3	pbapply	Imports
monocle3	pbmcapply	Imports
monocle3	pheatmap	Imports
monocle3	plotly	Imports
monocle3	plyr	Imports
monocle3	proxy	Imports
monocle3	pscl	Imports
monocle3	purrr	Imports
monocle3	RANN	Imports
monocle3	RColorBrewer	Imports
monocle3	Rcpp	Imports
monocle3	reshape2	Imports
monocle3	rsample	Imports
monocle3	RhpcBLASctl	Imports
monocle3	RcppAnnoy	Imports
monocle3	RcppHNSW	Imports
monocle3	Rtsne	Imports
monocle3	S4Vectors	Imports
monocle3	sf	Imports
monocle3	shiny	Imports
monocle3	slam	Imports
monocle3	spdep	Imports
monocle3	speedglm	Imports
monocle3	stats	Imports
monocle3	stringr	Imports
monocle3	SummarizedExperiment	Imports
monocle3	utils	Imports
monocle3	uwot	Imports
monocle3	tibble	Imports
monocle3	tidyr	Imports
monocle3	viridis	Imports
monocle3	Rcpp	LinkingTo
monocle3	knitr	Suggests
monocle3	pryr	Suggests
monocle3	rmarkdown	Suggests
monocle3	scran	Suggests
monocle3	spelling	Suggests
monocle3	testthat	Suggests
msigdbr	assertthat	Imports
msigdbr	babelgene	Imports
msigdbr	curl	Imports
msigdbr	dplyr	Imports
msigdbr	lifecycle	Imports
msigdbr	methods	Imports
msigdbr	rlang	Imports
msigdbr	tibble	Imports
msigdbr	tidyselect	Imports
msigdbr	tools	Imports
msigdbr	knitr	Suggests
msigdbr	rmarkdown	Suggests
msigdbr	roxygen2	Suggests
msigdbr	testthat	Suggests
muhaz	survival	Imports
multcomp	stats	Depends
multcomp	graphics	Depends
multcomp	mvtnorm	Depends
multcomp	survival	Depends
multcomp	TH.data	Depends
multcomp	sandwich	Imports
multcomp	codetools	Imports
multcomp	lme4	Suggests
multcomp	nlme	Suggests
multcomp	robustbase	Suggests
multcomp	coin	Suggests
multcomp	MASS	Suggests
multcomp	foreign	Suggests
multcomp	xtable	Suggests
multcomp	lmtest	Suggests
multcomp	coxme	Suggests
multcomp	SimComp	Suggests
multcomp	ISwR	Suggests
multcomp	tram	Suggests
multcomp	fixest	Suggests
multcomp	glmmTMB	Suggests
multcomp	DoseFinding	Suggests
multcomp	HH	Suggests
multcomp	asd	Suggests
multcomp	gsDesign	Suggests
multcomp	lattice	Suggests
multcomp	bibtex	Suggests
multicool	methods	Depends
multicool	Rcpp	Depends
multicool	Rcpp	LinkingTo
munsell	colorspace	Imports
munsell	methods	Imports
munsell	ggplot2	Suggests
munsell	testthat	Suggests
mvtnorm	stats	Imports
mvtnorm	utils	Imports
mvtnorm	qrng	Suggests
mvtnorm	numDeriv	Suggests
mvtnorm	bibtex	Suggests
nanoarrow	arrow	Suggests
nanoarrow	bit64	Suggests
nanoarrow	blob	Suggests
nanoarrow	dplyr	Suggests
nanoarrow	hms	Suggests
nanoarrow	jsonlite	Suggests
nanoarrow	reticulate	Suggests
nanoarrow	rlang	Suggests
nanoarrow	testthat	Suggests
nanoarrow	tibble	Suggests
nanoarrow	vctrs	Suggests
nanoarrow	withr	Suggests
nanonext	later	Suggests
nanonext	litedown	Suggests
nanonext	promises	Enhances
network	utils	Depends
network	tibble	Imports
network	magrittr	Imports
network	statnet.common	Imports
network	stats	Imports
network	sna	Suggests
network	testthat	Suggests
network	covr	Suggests
nlme	graphics	Imports
nlme	stats	Imports
nlme	utils	Imports
nlme	lattice	Imports
nlme	MASS	Suggests
nlme	SASmixed	Suggests
nloptr	knitr	Suggests
nloptr	rmarkdown	Suggests
nloptr	covr	Suggests
nloptr	tinytest	Suggests
nnet	stats	Depends
nnet	utils	Depends
nnet	MASS	Suggests
ntfy	httr2	Imports
ntfy	jsonlite	Imports
ntfy	ggplot2	Suggests
ntfy	testthat	Suggests
ntfy	withr	Suggests
officer	cli	Imports
officer	dplyr	Imports
officer	graphics	Imports
officer	grDevices	Imports
officer	openssl	Imports
officer	R6	Imports
officer	ragg	Imports
officer	stats	Imports
officer	tidyr	Imports
officer	utils	Imports
officer	uuid	Imports
officer	xml2	Imports
officer	zip	Imports
officer	devEMF	Suggests
officer	doconv	Suggests
officer	gdtools	Suggests
officer	ggplot2	Suggests
officer	knitr	Suggests
officer	magick	Suggests
officer	rmarkdown	Suggests
officer	rsvg	Suggests
officer	mschart	Suggests
officer	testthat	Suggests
officer	withr	Suggests
openssl	askpass	Imports
openssl	curl	Suggests
openssl	testthat	Suggests
openssl	digest	Suggests
openssl	knitr	Suggests
openssl	rmarkdown	Suggests
openssl	jsonlite	Suggests
openssl	jose	Suggests
openssl	sodium	Suggests
optparse	methods	Imports
optparse	getopt	Imports
optparse	knitr	Suggests
optparse	stringr	Suggests
optparse	testthat	Suggests
ordinal	stats	Depends
ordinal	methods	Depends
ordinal	ucminf	Imports
ordinal	MASS	Imports
ordinal	Matrix	Imports
ordinal	numDeriv	Imports
ordinal	nlme	Imports
ordinal	lme4	Suggests
ordinal	nnet	Suggests
ordinal	xtable	Suggests
ordinal	testthat	Suggests
ordinal	tools	Suggests
org.Hs.eg.db	methods	Depends
org.Hs.eg.db	AnnotationDbi	Depends
org.Hs.eg.db	DBI	Suggests
org.Hs.eg.db	annotate	Suggests
org.Hs.eg.db	RUnit	Suggests
otel	callr	Suggests
otel	cli	Suggests
otel	glue	Suggests
otel	jsonlite	Suggests
otel	otelsdk	Suggests
otel	processx	Suggests
otel	shiny	Suggests
otel	spelling	Suggests
otel	testthat	Suggests
otel	utils	Suggests
otel	withr	Suggests
packrat	tools	Imports
packrat	utils	Imports
packrat	devtools	Suggests
packrat	httr	Suggests
packrat	knitr	Suggests
packrat	mockery	Suggests
packrat	rmarkdown	Suggests
packrat	testthat	Suggests
packrat	webfakes	Suggests
packrat	withr	Suggests
pacman	remotes	Imports
pacman	methods	Imports
pacman	stats	Imports
pacman	utils	Imports
pacman	BiocManager	Suggests
pacman	knitr	Suggests
pacman	lattice	Suggests
pacman	testthat	Suggests
pacman	XML	Suggests
pak	tools	Imports
pak	utils	Imports
pak	callr	Suggests
pak	cli	Suggests
pak	covr	Suggests
pak	curl	Suggests
pak	desc	Suggests
pak	filelock	Suggests
pak	gitcreds	Suggests
pak	glue	Suggests
pak	jsonlite	Suggests
pak	keyring	Suggests
pak	pingr	Suggests
pak	pkgbuild	Suggests
pak	pkgcache	Suggests
pak	pkgdepends	Suggests
pak	pkgload	Suggests
pak	pkgsearch	Suggests
pak	processx	Suggests
pak	ps	Suggests
pak	rstudioapi	Suggests
pak	testthat	Suggests
pak	webfakes	Suggests
pak	withr	Suggests
pak	yaml	Suggests
palmerpenguins	knitr	Suggests
palmerpenguins	rmarkdown	Suggests
palmerpenguins	tibble	Suggests
palmerpenguins	ggplot2	Suggests
palmerpenguins	dplyr	Suggests
palmerpenguins	tidyr	Suggests
palmerpenguins	recipes	Suggests
pander	grDevices	Imports
pander	graphics	Imports
pander	methods	Imports
pander	utils	Imports
pander	stats	Imports
pander	digest	Imports
pander	tools	Imports
pander	Rcpp	Imports
pander	Rcpp	LinkingTo
pander	grid	Suggests
pander	lattice	Suggests
pander	ggplot2	Suggests
pander	sylly	Suggests
pander	sylly.en	Suggests
pander	logger	Suggests
pander	survival	Suggests
pander	microbenchmark	Suggests
pander	zoo	Suggests
pander	nlme	Suggests
pander	descr	Suggests
pander	MASS	Suggests
pander	knitr	Suggests
pander	rmarkdown	Suggests
pander	tables	Suggests
pander	reshape	Suggests
pander	memisc	Suggests
pander	Epi	Suggests
pander	randomForest	Suggests
pander	tseries	Suggests
pander	gtable	Suggests
pander	rms	Suggests
pander	forecast	Suggests
pander	data.table	Suggests
parallelDist	Rcpp	Imports
parallelDist	RcppParallel	Imports
parallelDist	Rcpp	LinkingTo
parallelDist	RcppParallel	LinkingTo
parallelDist	RcppArmadillo	LinkingTo
parallelDist	dtw	Suggests
parallelDist	ggplot2	Suggests
