segment_id	parent_segment_id	cohort	lineage_id	lineage_group	lineage_label	scenario_id	lineage_terminal_key	passage_index	lineage_passage_index	oxygen_pct	duration_days	passage_duration	endpoint_day	initial_cells	final_cells	selected_day	closest_day_diagnostic	closest_live_cells_diagnostic	target_live_cells	passage_id	predicted_initial_cells	predicted_final_cells	observed_initial_cells	observed_final_cells	predicted_live_cells	passage_recorded	reseed_mode	available_cells	required_cells	supply_ratio	boundary_scale	cell_number_before	cell_number_after	predicted_growth	predicted_growth_rate	predicted_mean_kary_N	observed_growth	observed_mean_kary_N	observed_n_kary	observed_n_flow	cumulative_time	loglik
2N-O1-A10	2N-O1-A9	2N	O1	deprived	O1	2N-O1	2N-O1-A23	10	10	0	5	5	5	745247	8643308	5	5	4256682.52611137	8643308	SUM-159_NLS_2N_O1_A10_seed	745247	4256682.52611137	745247	8643308	4256682.52611137	TRUE	downsample_to_observed_inoculum	4256682.52611137	491262	8.66479093866688	0.115409593500689	4256682.52611137	491262	0.348505935817186	0.348505935817186	48.47194538921	0.50185981787835	NA	0	0	49	0.388485084808186
2N-O1-A11	2N-O1-A10	2N	O1	deprived	O1	2N-O1	2N-O1-A23	11	11	0	5	5	5	491262	5817161	5	5	2816683.12858241	5817161	SUM-159_NLS_2N_O1_A11_seed	491262	2816683.12858241	491262	5817161	2816683.12858241	TRUE	downsample_to_observed_inoculum	2816683.12858241	414398	6.79704807596177	0.14712269044213	2816683.12858241	414398	0.349267537153423	0.349267537153423	48.8780683262694	0.502224726321462	NA	0	0	54	0.389947289881855
2N-O1-A12	2N-O1-A11	2N	O1	deprived	O1	2N-O1	2N-O1-A23	12	12	0	7	7	7	414398	8287951	7	7	4812063.88191612	8287951	SUM-159_NLS_2N_O1_A12_seed	414398	4812063.88191612	414398	8287951	4812063.88191612	TRUE	downsample_to_observed_inoculum	4812063.88191612	639420	7.52566995388966	0.132878535217074	4812063.88191612	639420	0.350293498267331	0.350293498267331	49.5408131304875	0.432618047777567	NA	0	200	61	0.589926491440793
2N-O1-A13	2N-O1-A12	2N	O1	deprived	O1	2N-O1	2N-O1-A23	13	13	0	6	6	6	639420	7866870	6	6	5270418.93384447	7866870	SUM-159_NLS_2N_O1_A13_seed	639420	5270418.93384447	639420	7866870	5270418.93384447	TRUE	downsample_to_observed_inoculum	5270418.93384447	485692	10.8513603968039	0.0921543441036698	5270418.93384447	485692	0.351550602833856	0.351550602833856	50.2035674874373	0.42734132525493	NA	0	0	67	0.602358251770228
2N-O1-A14	2N-O1-A13	2N	O1	deprived	O1	2N-O1	2N-O1-A23	14	14	0	7	7	7	485692	5816047	7	7	5747387.10406142	5816047	SUM-159_NLS_2N_O1_A14_seed	485692	5747387.10406142	485692	5816047	5747387.10406142	TRUE	downsample_to_observed_inoculum	5747387.10406142	722968	7.94971161111061	0.125790726622383	5747387.10406142	722968	0.352989419383501	0.352989419383501	51.0931581535598	0.359204449551509	NA	0	0	74	0.671016548785025
2N-O1-A15	2N-O1-A14	2N	O1	deprived	O1	2N-O1	2N-O1-A23	15	15	0	4	4	4	722968	4910388	4	4	2983243.47166403	4910388	SUM-159_NLS_2N_O1_A15_seed	722968	2983243.47166403	722968	4910388	2983243.47166403	TRUE	downsample_to_observed_inoculum	2983243.47166403	451159	6.61239933518788	0.151231035711727	2983243.47166403	451159	0.354350359941401	0.354350359941401	51.6580201355417	0.47893581972953	NA	0	0	78	0.484703287887813
2N-O1-A16	2N-O1-A15	2N	O1	deprived	O1	2N-O1	2N-O1-A23	16	16	0	9	9	9	451159	8159844	9	8	7785384.16946162	8159844	SUM-159_NLS_2N_O1_A16_seed	451159	11129782.7977349	451159	8159844	11129782.7977349	TRUE	downsample_to_observed_inoculum	11129782.7977349	394346	28.2233946781123	0.0354315989059784	11129782.7977349	394346	0.35617334464335	0.35617334464335	53.0689945600549	0.313471183522771	NA	0	0	87	0.649538619871482
2N-O1-A17	2N-O1-A16	2N	O1	deprived	O1	2N-O1	2N-O1-A23	17	17	0	7	7	7	394346	7737649	7	7	4856733.73941501	7737649	SUM-159_NLS_2N_O1_A17_seed	394346	4856733.73941501	394346	7737649	4856733.73941501	TRUE	downsample_to_observed_inoculum	4856733.73941501	578151	8.4004589448345	0.119041115082755	4856733.73941501	578150.999999999	0.358698960622311	0.358698960622311	54.2756292480615	0.437413363577022	NA	0	0	94	0.596922445386898
2N-O1-A18	2N-O1-A17	2N	O1	deprived	O1	2N-O1	2N-O1-A23	18	18	0	5	5	5	578151	10139372	5	5	3512008.50271123	10139372	SUM-159_NLS_2N_O1_A18_seed	578150.999999999	3512008.50271123	578151	10139372	3512008.50271123	TRUE	downsample_to_observed_inoculum	3512008.50271123	1129568	3.1091607612036	0.321630200817563	3512008.50271123	1129568	0.360821659113801	0.360821659113801	55.1721794288635	0.571675739310715	NA	0	200	99	0.136479625262015
2N-O1-A19	2N-O1-A18	2N	O1	deprived	O1	2N-O1	2N-O1-A23	19	19	0	5	5	5	1129568	13953612	5	5	6928070.87851478	13953612	SUM-159_NLS_2N_O1_A19_seed	1129568	6928070.87851478	1129568	13953612	6928070.87851478	TRUE	downsample_to_observed_inoculum	6928070.87851478	588177	11.7788877812542	0.084897659148385	6928070.87851478	588177	0.362749228639325	0.362749228639325	56.0733409216328	0.514139394650451	66.85	20	0	104	0.395686288481361
2N-O1-A20	2N-O1-A19	2N	O1	deprived	O1	2N-O1	2N-O1-A23	20	20	0	5	5	5	588177	5379370	5	5	3645145.58233467	5379370	SUM-159_NLS_2N_O1_A20_seed	588177	3645145.58233467	588177	5379370	3645145.58233467	TRUE	downsample_to_observed_inoculum	3645145.58233467	585949	6.22092636446973	0.160747763502139	3645145.58233467	585949	0.364824732183958	0.364824732183958	56.950572748459	0.426979996229704	NA	0	0	109	0.624992703730331
2N-O1-A21	2N-O1-A20	2N	O1	deprived	O1	2N-O1	2N-O1-A23	21	21	0	5	5	5	585949	6572434	5	5	3672139.67859793	6572434	SUM-159_NLS_2N_O1_A21_seed	585949	3672139.67859793	585949	6572434	3672139.67859793	TRUE	downsample_to_observed_inoculum	3672139.67859793	502401	7.30918067161078	0.136814240190292	3672139.67859793	502401	0.367059406955577	0.367059406955577	57.7678033310142	0.474305889804198	NA	0	0	114	0.533074605304451
2N-O1-A22	2N-O1-A21	2N	O1	deprived	O1	2N-O1	2N-O1-A23	22	22	0	3	3	3	502401	4186306	3	3	1519780.92581341	4186306	SUM-159_NLS_2N_O1_A22_seed	502401	1519780.92581341	502401	4186306	1519780.92581341	TRUE	downsample_to_observed_inoculum	1519780.92581341	694004	2.18987343850094	0.456647394510863	1519780.92581341	694004.000000001	0.368974290033572	0.368974290033572	58.2109638262454	0.706725131849525	NA	0	0	117	-0.701245249454515
2N-O1-A23	2N-O1-A22	2N	O1	deprived	O1	2N-O1	2N-O1-A23	23	23	0	5	5	5	694004	7355557	5	5	4436901.03800005	7355557	SUM-159_NLS_2N_O1_A23_seed	694004.000000001	4436901.03800005	694004	7355557	4436901.03800005	TRUE	terminal_no_reseed	4436901.03800005	NA	NA	1	4436901.03800005	4436901.03800005	0.37104674462847	0.37104674462847	58.8329404935749	0.450464700528303	NA	0	200	122	0.595583666955176
2N-O2-A1	NA	2N	O2	deprived	O2	2N-O2	2N-O2-A23	1	1	2	3	3	3	580562	6323079	3	3	2291275.07359714	6323079	SUM-159_NLS_2N_O2_A1_seed	580562	2291275.07359714	580562	6323079	2291275.07359714	TRUE	downsample_to_observed_inoculum	2291275.07359714	366708	6.24822767323631	0.160045384434918	2291275.07359714	366708	0.457622380792028	0.457622380792028	46.4487357849498	0.795988317378729	NA	0	0	3	-0.706249682932244
2N-O2-A2	2N-O2-A1	2N	O2	deprived	O2	2N-O2	2N-O2-A23	2	2	1	5	5	5	366708	6273296	5	5	2582572.61788122	6273296	SUM-159_NLS_2N_O2_A2_seed	366708	2582572.61788122	366708	6273296	2582572.61788122	TRUE	downsample_to_observed_inoculum	2582572.61788122	402467	6.41685558786489	0.155839567574363	2582572.61788122	402467	0.390395085755781	0.390395085755781	46.6034117367219	0.582583674486393	NA	0	0	8	0.227007354720033
2N-O2-A3	2N-O2-A2	2N	O2	deprived	O2	2N-O2	2N-O2-A23	3	3	0.5	5	5	5	402467	7647573	5	5	2428169.60371673	7647573	SUM-159_NLS_2N_O2_A3_seed	402467	2428169.60371673	402467	7647573	2428169.60371673	TRUE	downsample_to_observed_inoculum	2428169.60371673	523768	4.63596402169801	0.215704866413896	2428169.60371673	523768	0.359455979416109	0.359455979416109	46.7461863259193	0.576460809243452	NA	0	0	13	0.104811686093154
2N-O2-A4	2N-O2-A3	2N	O2	deprived	O2	2N-O2	2N-O2-A23	4	4	0.3	5	5	5	523768	7184807	5	5	3029759.97643017	7184807	SUM-159_NLS_2N_O2_A4_seed	523768	3029759.97643017	523768	7184807	3029759.97643017	TRUE	downsample_to_observed_inoculum	3029759.97643017	809842	3.74117417524674	0.267295761479495	3029759.97643017	809842	0.351037968295702	0.351037968295702	46.8989648524813	0.510656518381784	NA	0	0	18	0.364891424671003
2N-O2-A5	2N-O2-A4	2N	O2	deprived	O2	2N-O2	2N-O2-A23	5	5	0.2	5	5	5	809842	11919753	5	5	4622498.75458768	11919753	SUM-159_NLS_2N_O2_A5_seed	809842	4622498.75458768	809842	11919753	4622498.75458768	TRUE	downsample_to_observed_inoculum	4622498.75458768	480296	9.62427077174843	0.103903976074265	4622498.75458768	480296	0.348370305385239	0.348370305385239	47.0715410867373	0.517179620389222	NA	0	0	23	0.328568331271465
2N-O2-A6	2N-O2-A5	2N	O2	deprived	O2	2N-O2	2N-O2-A23	6	6	0.1	5	5	5	480296	7765369	5	5	2719966.17767365	7765369	SUM-159_NLS_2N_O2_A6_seed	480296	2719966.17767365	480296	7765369	2719966.17767365	TRUE	downsample_to_observed_inoculum	2719966.17767365	420697	6.46538049397463	0.154669937976882	2719966.17767365	420697	0.346794428805216	0.346794428805216	47.2667722078355	0.544215937493151	NA	0	200	28	0.20247351814368
2N-O2-A7	2N-O2-A6	2N	O2	deprived	O2	2N-O2	2N-O2-A23	7	7	0	5	5	5	420697	7241601	5	5	2379166.15768647	7241601	SUM-159_NLS_2N_O2_A7_seed	420697	2379166.15768647	420697	7241601	2379166.15768647	TRUE	downsample_to_observed_inoculum	2379166.15768647	291683	8.15668433774497	0.12259883533466	2379166.15768647	291683.000000001	0.346518498353028	0.346518498353028	47.4908545910384	0.547099402696607	48.4666666666667	15	0	33	0.187342056052335
2N-O2-A8	2N-O2-A7	2N	O2	deprived	O2	2N-O2	2N-O2-A23	8	8	0	4	4	4	291683	7415711	4	4	1168803.29419447	7415711	SUM-159_NLS_2N_O2_A8_seed	291683.000000001	1168803.29419447	291683	7415711	1168803.29419447	TRUE	downsample_to_observed_inoculum	1168803.29419447	385434	3.03243433167409	0.329768064407825	1168803.29419447	385434	0.347017020688123	0.347017020688123	47.6957946900326	0.792805650404954	NA	0	0	37	-1.71990168917476
2N-O2-A9	2N-O2-A8	2N	O2	deprived	O2	2N-O2	2N-O2-A23	9	9	0	7	7	7	385434	5507477	7	7	4394909.54523585	5507477	SUM-159_NLS_2N_O2_A9_seed	385434	4394909.54523585	385434	5507477	4394909.54523585	TRUE	downsample_to_observed_inoculum	4394909.54523585	675067	6.5103308934311	0.153602023671177	4394909.54523585	675067.000000001	0.347690322356924	0.347690322356924	48.1167188616616	0.399949129792322	NA	0	0	44	0.638618137521047
2N-O2-A10	2N-O2-A9	2N	O2	deprived	O2	2N-O2	2N-O2-A23	10	10	0	5	5	5	675067	6544585	5	5	3855831.49868828	6544585	SUM-159_NLS_2N_O2_A10_seed	675067.000000001	3855831.49868828	675067	6544585	3855831.49868828	TRUE	downsample_to_observed_inoculum	3855831.49868828	520225	7.41185352239566	0.134919018161705	3855831.49868828	520225	0.348506002219352	0.348506002219352	48.4719457270558	0.459209606978143	NA	0	0	49	0.524007619937153
2N-O2-A11	2N-O2-A10	2N	O2	deprived	O2	2N-O2	2N-O2-A23	11	11	0	5	5	5	520225	5685713	5	5	2982744.00129069	5685713	SUM-159_NLS_2N_O2_A11_seed	520225	2982744.00129069	520225	5685713	2982744.00129069	TRUE	downsample_to_observed_inoculum	2982744.00129069	364269	8.18830040791472	0.122125465625737	2982744.00129069	364269	0.349267510264251	0.349267510264251	48.8780686697715	0.477939108571687	NA	0	0	54	0.472250522238887
2N-O2-A12	2N-O2-A11	2N	O2	deprived	O2	2N-O2	2N-O2-A23	12	12	0	7	7	7	364269	7249729	7	7	4229959.21030534	7249729	SUM-159_NLS_2N_O2_A12_seed	364269	4229959.21030534	364269	7249729	4229959.21030534	TRUE	downsample_to_observed_inoculum	4229959.21030534	563670	7.50431850250206	0.133256604136216	4229959.21030534	563670	0.35029357476406	0.35029357476406	49.5408137204928	0.43743905615452	NA	0	200	61	0.58009509800999
2N-O2-A13	2N-O2-A12	2N	O2	deprived	O2	2N-O2	2N-O2-A23	13	13	0	6	6	6	563670	8451705	6	6	4646052.1826448	8451705	SUM-159_NLS_2N_O2_A13_seed	563670	4646052.1826448	563670	8451705	4646052.1826448	TRUE	downsample_to_observed_inoculum	4646052.1826448	455615	10.1973205066664	0.0980649769070474	4646052.1826448	455615.000000001	0.351550695188266	0.351550695188266	50.2035683803309	0.455260826116619	NA	0	0	67	0.54205178245439
2N-O2-A14	2N-O2-A13	2N	O2	deprived	O2	2N-O2	2N-O2-A23	14	14	0	7	7	7	455615	6241585	7	7	5391475.78143957	6241585	SUM-159_NLS_2N_O2_A14_seed	455615.000000001	5391475.78143957	455615	6241585	5391475.78143957	TRUE	downsample_to_observed_inoculum	5391475.78143957	915685	5.88791536548002	0.169839397805011	5391475.78143957	915685	0.352989467382064	0.352989467382064	51.0931593340804	0.398345550086726	NA	0	0	74	0.646726399960169
2N-O2-A15	2N-O2-A14	2N	O2	deprived	O2	2N-O2	2N-O2-A23	15	15	0	4	4	4	915685	6207051	4	4	3778465.5365176	6207051	SUM-159_NLS_2N_O2_A15_seed	915685	3778465.5365176	915685	6207051	3778465.5365176	TRUE	downsample_to_observed_inoculum	3778465.5365176	467868	8.07592213298966	0.123824868978746	3778465.5365176	467868	0.354350211101908	0.354350211101908	51.6580211115553	0.47844219096022	NA	0	0	78	0.486180004137811
2N-O2-A16	2N-O2-A15	2N	O2	deprived	O2	2N-O2	2N-O2-A23	16	16	0	9	9	9	467868	5397194	9	7	5649406.74431506	5397194	SUM-159_NLS_2N_O2_A16_seed	467868	11541977.9451272	467868	5397194	11541977.9451272	TRUE	downsample_to_observed_inoculum	11541977.9451272	363155	31.78251144863	0.0314638445616955	11541977.9451272	363155	0.35617330217568	0.35617330217568	53.0689954647832	0.265837402863243	NA	0	0	87	0.57328126403725
2N-O2-A17	2N-O2-A16	2N	O2	deprived	O2	2N-O2	2N-O2-A23	17	17	0	7	7	7	363155	7128306	7	7	4472589.50702246	7128306	SUM-159_NLS_2N_O2_A17_seed	363155	4472589.50702246	363155	7128306	4472589.50702246	TRUE	downsample_to_observed_inoculum	4472589.50702246	642762	6.95839129728027	0.143711377713245	4472589.50702246	642762	0.358699012508506	0.358699012508506	54.2756304443728	0.438440022649343	NA	0	0	94	0.59496494186409
2N-O2-A18	2N-O2-A17	2N	O2	deprived	O2	2N-O2	2N-O2-A23	18	18	0	5	5	5	642762	9890957	5	5	3904490.15727275	9890957	SUM-159_NLS_2N_O2_A18_seed	642762	3904490.15727275	642762	9890957	3904490.15727275	TRUE	downsample_to_observed_inoculum	3904490.15727275	1088351	3.58752843271404	0.278743435419543	3904490.15727275	1088351	0.360821595296402	0.360821595296402	55.172180471274	0.547427136693007	NA	0	200	99	0.252456061788187
2N-O2-A19	2N-O2-A18	2N	O2	deprived	O2	2N-O2	2N-O2-A23	19	19	0	5	5	5	1088351	10719752	5	5	6675272.78448649	10719752	SUM-159_NLS_2N_O2_A19_seed	1088351	6675272.78448649	1088351	10719752	6675272.78448649	TRUE	downsample_to_observed_inoculum	6675272.78448649	568126	11.7496343847782	0.085109031247433	6675272.78448649	568126	0.362749272668135	0.362749272668135	56.0733421188561	0.470226829493655	88.05	20	0	104	0.532477538562929
2N-O2-A20	2N-O2-A19	2N	O2	deprived	O2	2N-O2	2N-O2-A23	20	20	0	5	5	5	568126	4805675	5	5	3520882.68657083	4805675	SUM-159_NLS_2N_O2_A20_seed	568126	3520882.68657083	568126	4805675	3520882.68657083	TRUE	downsample_to_observed_inoculum	3520882.68657083	524681	6.71052065268388	0.149019733602943	3520882.68657083	524681	0.364824755056087	0.364824755056087	56.9505740062756	0.410942181415078	NA	0	0	109	0.645888355143511
2N-O2-A21	2N-O2-A20	2N	O2	deprived	O2	2N-O2	2N-O2-A23	21	21	0	5	5	5	524681	5128727	5	5	3288174.50593599	5128727	SUM-159_NLS_2N_O2_A21_seed	524681	3288174.50593599	524681	5128727	3288174.50593599	TRUE	downsample_to_observed_inoculum	3288174.50593599	567012	5.7991268367089	0.172439753114197	3288174.50593599	567012	0.367059473896097	0.367059473896097	57.7678047309017	0.445568191284352	NA	0	0	114	0.597311590338542
